product_id,product_name,category,brand,price,discount,rating,stock,weight_g,color,created_at,updated_at,is_deleted
P00985,Monitor,Electronics,Generic,3796.6,50,1,,,BLUE,2024-01-27 21:25:46,2024-12-13 06:12:49,1
P00986,,Home,dell,3539.15,0,1,,4190,red,2024-06-02 06:06:20,2024-09-23 22:13:32,0
P00987,Mouse,Home,HP,3130.76,0,3,,,Bl@ck,2024-02-18 22:10:31,2024-10-06 17:22:06,0
P00988,Mouse,ELECTRONICS,Apple,3080.67,0,,150,4860,Blue,2024-02-23 07:44:43,2024-05-29 17:17:40,1
P00989,Mouse,Accessories,,3833.49,10,,,3723,WHITE,2024-11-22 02:15:02,2024-08-26 13:12:17,0
P00990,PHONE,home,Generic,2118.5,0,2,,327,Grey,2024-11-10 19:51:02,2024-04-04 11:05:20,0
P00991,,Office,Samsung,4976.08,10,2,228,,,2024-06-28 23:21:13,2024-07-18 15:09:44,0
P00992,,office,HP,1956.9,10,3,164,598,White,2024-06-24 04:23:00,2024-04-23 08:37:11,0
P00993,,,hp,589.87,50,2,74,,,2024-12-20 05:09:38,2024-01-27 18:02:05,0
P00994,keyboard,,hp,2529.46,0,3,409,,blue,2024-03-24 17:08:06,2024-02-09 09:23:18,1
P00995,KEYBOARD,,Sony,1769.45,50,2,,,Blue,2024-10-29 01:27:32,2024-01-15 13:13:07,0
P00996,Phone,Gadgets,Dell,4128.92,50,2,180,1101,Red,2024-09-21 01:33:58,2024-03-23 17:51:25,0
P00997,MONITOR,Home,Apple,3456.27,10,,5,,RED,2024-04-22 20:24:31,2024-07-15 23:39:32,1
P00998,,Office,generic,634.36,50,3,,3093,White,2024-07-08 04:03:22,2024-06-13 11:32:38,0
P00999,Camera,ACCESSORIES,Dell,2080.96,30,4,,,Grey,2024-12-10 04:38:17,2024-10-19 17:02:15,0
P01000,,Gadgets,generic,1773.39,0,1,483,3939,Red,2024-11-08 14:56:21,2024-04-30 05:44:10,1
P01001,Laptop,Home,apple,3043.16,0,4,,3064,Black,2024-11-04 16:58:17,2024-06-11 23:12:20,0
P01002,Tablet,Electronics,,4498.42,50,2,,,Grey,2024-07-01 11:16:17,2024-05-01 23:54:38,0
P01003,keyboard,,HP,4333.31,50,4,,3912,red,2024-11-01 19:42:02,2024-05-28 21:34:18,1
P01004,Camera,,Sony,1432.75,0,4,,,Red,2024-06-05 13:59:46,2024-04-30 02:07:31,0
P01005,,Office,Sony,398.92,0,5,429,2625,BLACK,2024-07-05 20:20:59,2024-11-09 23:44:51,0
P01006,,Accessories,HP,3160.25,10,1,411,658,Black,2024-01-31 12:52:54,2024-08-12 13:16:17,0
P01007,laptop,,Dell,1271.39,0,5,,402,Red,2024-05-22 08:31:10,2024-04-11 08:45:47,0
P01008,TABLET,home,Apple,4449.64,10,2,,3307,Red,2024-07-23 20:43:51,2024-03-28 14:14:09,0
P01009,Keybo@rd,Home,Generic,701.89,0,4,230,3542,Blue,2024-01-01 09:33:06,2024-06-21 13:15:53,1
P01010,tablet,Electronics,HP,3102.2,0,,412,829,black,2024-04-08 01:43:07,2024-10-07 01:13:30,0
P01011,laptop,Office,HP,4600.39,30,3,69,2428,Red,2024-02-20 21:30:03,2024-10-16 18:17:38,0
P01012,camera,Home,HP,1781.9,50,1,258,,RED,2024-07-11 16:56:27,2024-03-26 22:48:16,1
P01013,Laptop,Office,HP,562.01,30,,,,Red,2024-07-08 13:50:10,2024-03-30 14:10:15,1
P01014,,Electronics,HP,3173.35,30,1,,3745,,2024-03-16 09:45:03,2024-05-03 22:20:38,0
P01015,CAMERA,Gadgets,Sony,3711.86,30,1,288,2075,black,2024-06-17 04:22:58,2024-09-14 17:07:40,1
P01016,Mouse,Electronics,SONY,2881.05,50,1,,3469,,2024-07-05 16:59:28,2024-09-17 05:52:31,0
P01017,Tablet,Office,Apple,2009.41,20,3,,195,,2024-03-03 03:51:35,2024-08-16 10:16:11,1
P01018,Keyboard,,,3234.33,30,5,,,Red,2024-09-06 07:09:22,2024-11-08 15:32:59,0
P01019,Monitor,,Apple,4297.21,30,3,122,601,Black,2024-03-04 06:20:14,2024-09-17 08:36:48,1
P01020,Phone,Electronics,,100.12,0,1,,4703,Red,2024-01-13 14:10:43,2024-03-31 21:23:34,0
P01021,Phone,Accessories,Apple,4994.53,0,4,86,4974,WHITE,2024-11-04 03:27:15,2024-02-01 10:05:30,0
P01022,Phone,Home,,702.79,0,5,205,541,,2024-02-27 23:40:43,2024-05-10 14:54:16,0
P01023,Mouse,ACCESSORIES,Sony,2394.74,30,5,6,,Grey,2024-04-15 20:38:05,2024-12-06 19:52:29,0
P01024,,Accessories,dell,1336.44,0,4,,,,2024-09-04 21:55:29,2024-03-20 07:05:02,0
P01025,Phone,ACCESSORIES,,1295.27,30,2,60,,,2024-02-13 02:04:16,2024-07-24 09:14:48,0
P01026,,,hp,1935.85,20,5,,4981,WHITE,2024-07-24 13:33:07,2024-09-14 11:38:57,0
P01027,Monitor,Electronics,HP,2527.63,0,2,171,3540,Grey,2024-01-07 18:08:28,2024-08-11 11:17:31,0
P01028,monitor,Gadgets,dell,2139.11,50,1,44,3220,Blue,2024-09-21 14:01:42,2024-01-26 19:59:20,0
P01029,monitor,Gadgets,S@msung,444.21,30,2,433,,RED,2024-08-03 05:39:48,2024-09-02 23:02:29,1
P01030,MOUSE,Office,Samsung,3915.99,0,4,,,GREY,2024-07-04 19:54:03,2024-12-15 20:11:07,1
P01031,Bag,Accessories,SONY,4054.94,20,5,,480,grey,2024-10-09 13:26:24,2024-10-21 11:12:35,0
P01032,phone,Gadgets,Generic,2210.73,50,2,,,White,2024-08-13 00:03:41,2024-06-07 06:55:04,0
P01033,tablet,accessories,APPLE,3569.12,0,2,,,Blue,2024-06-02 16:09:26,2024-09-11 14:40:22,0
P01034,Laptop,Accessories,Generic,4372.63,20,,,,Red,2024-08-10 18:05:49,2024-12-01 08:41:44,0
P01035,Tablet,,,1344.66,0,3,76,4869,Bl@ck,2024-06-29 12:06:34,2024-06-13 07:11:35,0
P01036,Camera,Electronics,Dell,952.56,10,1,21,,Blue,2024-11-20 02:27:23,2024-05-24 09:23:05,0
P01037,Tablet,Office,,3818.72,50,4,111,,Black,2024-01-22 14:52:28,2024-11-28 16:28:11,1
P01038,TABLET,Office,Dell,2713.18,30,3,443,4306,White,2024-04-22 12:28:01,2024-11-01 08:02:55,1
P01039,laptop,ACCESSORIES,APPLE,2844,10,3,,,Red,2024-01-05 23:29:54,2024-06-25 02:18:34,0
P01040,Mouse,Accessories,Generic,2817.14,20,4,,4710,Red,2024-04-27 06:59:17,2024-07-07 23:35:00,0
P01041,Monitor,Accessories,Samsung,2723.84,50,4,,644,WHITE,2024-11-17 18:57:52,2024-02-04 15:20:59,1
P01042,Laptop,Accessories,,2045.67,0,2,324,,Red,2024-03-06 12:00:49,2024-09-22 04:34:30,0
P01043,B@g,Home,hp,4915.42,0,1,394,,,2024-05-18 01:40:24,2024-06-10 11:29:33,0
P01044,CAMERA,,sony,3354.1,10,4,277,,White,2024-06-17 18:56:46,2024-10-22 13:01:51,1
P01045,Bag,Home,HP,4092.3,10,4,303,4341,grey,2024-01-11 15:17:01,2024-12-14 12:03:32,0
P01046,Bag,Accessories,APPLE,4623.71,20,1,,3294,Red,2024-07-10 04:00:24,2024-03-20 23:11:13,1
P01047,,,Generic,4023.01,30,,450,,,2024-12-05 19:11:26,2024-01-25 10:07:23,1
P01048,,Electronics,HP,390.74,0,1,358,,BLUE,2024-07-03 19:51:38,2024-04-18 14:11:20,1
P01049,CAMERA,Office,,4932.07,0,2,224,2166,Black,2024-05-19 10:20:03,2024-10-20 22:55:55,0
P01050,,Home,generic,1354.64,0,5,,1652,Blue,2024-08-02 15:51:54,2024-07-25 02:48:17,0
P01051,Bag,gadgets,apple,1453.91,0,4,,695,grey,2024-05-08 09:05:56,2024-02-15 20:32:28,0
P01052,Tablet,Office,,4776.73,50,3,270,,grey,2024-07-22 06:00:58,2024-07-15 18:22:47,0
P01053,Camera,Accessories,Samsung,2407.84,20,4,,3843,white,2024-03-23 20:11:48,2024-07-25 20:07:41,1
P01054,,home,Generic,3147.36,0,4,114,3457,white,2024-12-21 01:03:08,2024-08-07 17:04:59,0
P01055,L@ptop,Accessories,SONY,3938.42,10,5,,,Red,2024-12-28 20:46:04,2024-02-01 13:23:18,1
P01056,,Accessories,HP,3016.75,0,2,,,Red,2024-10-09 05:02:06,2024-02-27 04:51:15,0
P01057,Monitor,Accessories,,4711.39,0,3,369,166,,2024-10-31 19:45:08,2024-09-30 17:53:30,0
P01058,camera,Electronics,HP,4973.55,0,5,,,Grey,2024-12-03 22:16:02,2024-12-14 09:21:17,0
P01059,Bag,Office,,2823.3,0,5,,1737,Blue,2024-08-19 09:05:57,2024-10-17 18:07:04,1
P01060,Camera,accessories,,2897.71,20,5,116,,Blue,2024-04-20 10:29:27,2024-03-23 01:28:21,0
P01061,Camera,Accessories,,531.04,20,1,,,grey,2024-05-22 11:46:03,2024-01-07 21:08:57,0
P01062,MONITOR,home,SONY,2476.98,30,,,,Red,2024-10-16 04:11:17,2024-01-05 00:48:23,1
P01063,,,generic,4331.75,20,2,209,,black,2024-11-24 03:11:44,2024-07-15 11:41:12,1
P01064,,,Apple,4441.42,0,2,396,,BLUE,2024-11-28 19:29:54,2024-10-20 03:35:04,1
P01065,MONITOR,Home,Apple,4035.13,10,4,77,,white,2024-08-25 06:22:56,2024-04-06 01:24:47,0
P01066,Bag,GADGETS,sony,582.61,50,3,,,grey,2024-05-17 14:05:04,2024-10-13 18:27:44,0
P01067,Keyboard,Electronics,Samsung,3845.66,0,1,,,Blue,2024-02-29 12:32:32,2024-08-31 15:32:10,1
P01068,,Home,Sony,3396.48,30,1,,,Black,2024-01-19 05:40:57,2024-03-04 22:02:05,1
P01069,C@mer@,Office,Sony,2821.24,50,1,486,,Black,2024-11-11 08:54:50,2024-05-13 05:29:12,0
P01070,,Electronics,Samsung,4911.56,10,2,,,Blue,2024-01-04 07:08:39,2024-09-14 04:45:54,0
P01071,Laptop,,HP,1356.65,10,4,8,,Red,2024-06-15 00:58:45,2024-03-03 08:17:40,0
P01072,Keyboard,Office,Generic,1744.08,30,5,438,3479,white,2024-11-15 18:23:01,2024-08-26 04:03:03,1
P01073,monitor,Electronics,Generic,157.82,0,1,163,,,2024-10-31 18:10:03,2024-01-22 14:04:18,0
P01074,keyboard,Office,Generic,4045.38,0,1,,,WHITE,2024-12-21 12:00:52,2024-01-25 15:48:35,0
P01075,Mouse,Accessories,Dell,4151.41,20,,,3076,Blue,2024-10-25 03:59:43,2024-02-28 23:16:24,1
P01076,Mouse,,Apple,2595.72,30,,,,,2024-09-15 19:37:48,2024-03-12 20:53:20,1
P01077,,GADGETS,Dell,3505.91,0,,,231,,2024-01-10 10:58:35,2024-12-28 22:02:28,1
P01078,Laptop,Accessories,HP,1842.81,0,2,,1807,Red,2024-10-11 06:17:13,2024-02-12 01:39:52,0
P01079,Phone,HOME,Dell,180.36,0,2,1,,GREY,2024-10-12 21:12:06,2024-08-04 07:03:55,0
P01080,Tablet,accessories,HP,3899.11,0,4,306,4959,White,2024-11-24 16:14:29,2024-11-04 02:52:22,0
P01081,Laptop,,SONY,631.31,0,2,,2798,Blue,2024-03-03 07:21:12,2024-02-09 01:39:36,1
P01082,laptop,HOME,HP,589.15,10,1,499,,Blue,2024-10-09 04:35:47,2024-06-16 06:42:08,0
P01083,laptop,,HP,582.53,0,4,,,white,2024-01-02 15:26:10,2024-10-24 05:02:27,0
P01084,T@blet,Office,samsung,4047.94,50,4,,,Red,2024-07-11 19:10:46,2024-06-27 19:26:38,0
P01085,Camera,ACCESSORIES,APPLE,3943.91,50,3,319,1681,Grey,2024-11-06 01:34:17,2024-03-02 15:26:33,1
P01086,Laptop,OFFICE,HP,2151.8,30,1,,,Blue,2024-07-29 10:48:40,2024-10-21 07:08:38,1
P01087,keyboard,Home,Sony,172.64,10,,17,,,2024-06-24 16:35:37,2024-04-27 00:58:13,0
P01088,,Accessories,Generic,3880.88,0,4,,,,2024-11-26 17:34:16,2024-03-04 00:40:47,0
P01089,mouse,OFFICE,Apple,4698.3,50,1,,396,Black,2024-09-30 02:04:03,2024-07-12 02:45:11,0
P01090,TABLET,office,Sony,2933.72,0,5,,717,RED,2024-11-21 05:19:24,2024-04-15 06:10:05,1
P01091,Camera,Office,S@msung,4986.05,0,2,,,Grey,2024-12-09 10:13:17,2024-08-04 10:38:18,0
P01092,Mouse,G@dgets,apple,4909.66,10,3,374,2363,Grey,2024-07-17 05:39:23,2024-07-31 03:23:48,0
P01093,CAMERA,Home,Dell,3806.96,0,5,,4764,Grey,2024-12-28 05:55:39,2024-07-31 07:41:08,0
P01094,Tablet,Home,Sony,333.23,50,4,263,3494,BLUE,2024-05-17 06:19:43,2024-12-24 16:53:47,1
P01095,Phone,Electronics,GENERIC,2465.61,0,2,91,3544,White,2024-03-19 06:16:19,2024-10-22 05:23:16,1
P01096,,ACCESSORIES,Samsung,1481.84,0,,,4627,White,2024-03-30 10:56:26,2024-10-20 10:17:12,1
P01097,,G@dgets,Samsung,2621.84,0,5,375,,White,2024-01-20 14:43:14,2024-08-10 15:49:17,1
P01098,Mouse,Electronics,Apple,2039.12,0,5,,,,2024-11-20 13:37:03,2024-09-02 07:14:19,1
P01099,CAMERA,Gadgets,APPLE,4565.08,50,4,,,Blue,2024-11-14 14:00:08,2024-06-30 07:10:39,1
P01100,tablet,gadgets,Generic,2203.83,0,5,332,,Black,2024-08-18 04:54:08,2024-10-12 16:57:39,0
P01101,,Electronics,Generic,2160.35,0,4,,,,2024-03-13 12:59:58,2024-09-08 23:36:37,0
P01102,Keybo@rd,Home,Samsung,3598.49,50,1,421,1168,White,2024-03-29 01:01:48,2024-10-26 02:14:45,0
P01103,Bag,Electronics,,3745.89,30,,120,,White,2024-12-02 11:28:46,2024-04-27 12:13:17,0
P01104,MOUSE,office,HP,3870.94,10,1,,2646,blue,2024-05-14 04:34:54,2024-03-23 14:27:07,0
P01105,,Office,Dell,4337.02,0,3,,,RED,2024-07-25 06:59:28,2024-11-05 15:59:18,0
P01106,Phone,Office,apple,17.9,0,5,,1052,,2024-08-25 06:54:09,2024-04-20 17:49:53,0
P01107,Monitor,accessories,Generic,3192.46,20,4,263,1673,BLACK,2024-08-07 06:27:12,2024-06-23 12:16:46,0
P01108,,,dell,1159.02,0,4,190,551,GREY,2024-02-10 02:39:11,2024-01-01 00:45:07,1
P01109,Tablet,GADGETS,samsung,2568.14,10,1,,1481,Bl@ck,2024-12-07 23:41:34,2024-12-23 16:57:20,0
P01110,,Gadgets,Sony,3993.55,50,,192,1112,,2024-12-09 03:10:35,2024-12-14 19:52:10,1
P01111,Monitor,ELECTRONICS,,2748.06,50,5,,,Blue,2024-04-21 00:10:14,2024-03-24 07:17:56,1
P01112,Tablet,Gadgets,samsung,4689.14,20,2,340,,Black,2024-03-03 09:59:21,2024-02-23 04:12:15,1
P01113,Phone,Home,SONY,4281.1,50,2,241,,White,2024-02-01 04:02:50,2024-04-17 18:37:35,0
P01114,tablet,Accessories,GENERIC,2081.79,10,,462,3015,White,2024-03-12 14:23:59,2024-12-30 13:34:35,1
P01115,mouse,,,2681.85,0,3,,4443,Black,2024-12-16 00:00:00,2024-07-12 03:31:59,0
P01116,,,Samsung,802.37,0,1,,,blue,2024-11-16 09:27:28,2024-04-27 13:08:36,1
P01117,,HOME,Dell,611.03,0,1,173,,GREY,2024-07-08 23:01:27,2024-07-10 07:32:00,1
P01118,,ACCESSORIES,,1590.89,30,5,450,692,Blue,2024-09-28 12:13:15,2024-02-27 15:06:43,0
P01119,Tablet,gadgets,Samsung,2006.22,0,2,,4444,Bl@ck,2024-01-08 18:43:18,2024-05-02 17:31:04,0
P01120,Camera,office,,2341.66,50,5,,,Grey,2024-06-12 10:21:27,2024-10-18 21:31:07,0
P01121,Monitor,,Generic,2696.66,0,1,,1117,,2024-07-30 19:49:19,2024-11-22 00:58:08,1
P01122,Laptop,electronics,Dell,4960.22,50,4,385,,Red,2024-11-19 12:15:40,2024-06-29 09:22:27,0
P01123,Bag,,S@msung,1577.23,0,3,408,,grey,2024-05-14 13:17:08,2024-10-20 06:57:40,0
P01124,Tablet,G@dgets,Apple,2794.26,0,2,,,Black,2024-05-28 01:52:44,2024-04-24 07:37:44,0
P01125,Phone,Home,,3907.89,10,5,,,Red,2024-09-13 16:48:49,2024-11-17 17:27:57,0
P01126,Bag,,Samsung,1961.1,0,1,,4755,Red,2024-07-01 11:11:27,2024-08-26 11:27:53,1
P01127,Camera,electronics,Apple,2752.17,30,2,314,631,White,2024-01-22 22:57:57,2024-05-21 10:51:15,1
P01128,Monitor,G@dgets,Generic,1480.04,20,4,,,Black,2024-04-30 08:36:55,2024-11-15 18:50:40,0
P01129,Mouse,Electronics,Generic,3868.55,0,3,309,511,White,2024-10-10 01:38:16,2024-11-30 14:02:29,0
P01130,Mouse,Office,Dell,4300.67,0,4,,,Red,2024-06-02 11:45:29,2024-05-29 18:39:42,1
P01131,BAG,Accessories,Dell,638.03,0,4,44,1282,,2024-12-30 19:34:42,2024-12-05 20:21:33,0
P01132,mouse,,,3458.55,30,5,185,4392,RED,2024-11-17 07:23:14,2024-12-10 00:54:43,1
P01133,Monitor,Office,Apple,4379.66,50,2,77,,,2024-02-18 16:23:27,2024-06-10 13:01:46,0
P01134,B@g,ACCESSORIES,Apple,3829.75,0,2,,,Blue,2024-04-27 16:44:34,2024-06-07 02:49:57,1
P01135,Phone,ELECTRONICS,Samsung,1598.61,50,3,,614,BLUE,2024-08-23 19:40:03,2024-09-14 17:41:23,1
P01136,Mouse,GADGETS,Dell,4520.13,0,3,,,Grey,2024-05-04 00:02:46,2024-07-29 22:05:46,0
P01137,LAPTOP,Home,Sony,1498.55,0,3,477,,Blue,2024-12-28 21:38:35,2024-08-08 10:42:26,0
P01138,Camera,Accessories,,1060.86,0,3,,,red,2024-04-17 17:40:42,2024-04-22 22:35:36,0
P01139,,Office,Dell,2718.82,30,4,436,,White,2024-05-12 12:01:25,2024-12-19 01:42:21,1
P01140,tablet,ELECTRONICS,,3185.1,0,1,,,,2024-12-05 07:28:21,2024-10-30 20:47:35,1
P01141,Bag,GADGETS,Generic,3347.75,50,2,,2014,Red,2024-03-05 22:39:24,2024-09-01 11:39:05,0
P01142,Tablet,gadgets,Samsung,4812.35,50,5,,,grey,2024-02-17 15:37:24,2024-12-29 14:07:10,0
P01143,,Electronics,DELL,887.59,0,,,,Grey,2024-08-14 01:05:05,2024-01-14 08:10:14,0
P01144,Mouse,,APPLE,482.49,0,3,431,,Grey,2024-10-03 17:23:18,2024-05-16 01:58:18,0
P01145,camera,,,2386.17,30,,,,Red,2024-07-19 23:14:05,2024-12-12 15:41:59,0
P01146,CAMERA,,Apple,3313,20,5,,,,2024-04-30 04:21:28,2024-06-18 11:22:25,1
P01147,Mouse,ACCESSORIES,samsung,4817.9,0,,,3259,RED,2024-07-17 10:12:06,2024-10-05 21:32:35,0
P01148,,Electronics,Samsung,4267.77,50,,39,2014,Bl@ck,2024-05-18 19:44:23,2024-09-22 02:01:05,1
P01149,Mouse,Office,SONY,4717.67,20,3,412,,Red,2024-05-30 10:35:33,2024-09-04 05:18:21,0
P01150,Camera,,Sony,2389.38,0,,125,,RED,2024-04-02 05:34:49,2024-10-14 19:33:46,1
P01151,Phone,Accessories,apple,1962.31,30,1,,4232,Blue,2024-06-25 06:51:10,2024-09-25 03:13:49,1
P01152,CAMERA,Home,Generic,146.25,30,2,144,1561,Red,2024-02-17 03:37:58,2024-03-26 06:16:50,1
P01153,Phone,Electronics,Dell,429.56,20,4,350,,Red,2024-03-19 22:34:20,2024-11-06 07:24:52,0
P01154,Bag,,hp,277.16,0,1,,224,Blue,2024-07-09 20:09:24,2024-12-09 07:48:54,0
P01155,Keyboard,Gadgets,Dell,1447.02,0,4,,,Grey,2024-04-02 09:59:11,2024-09-26 02:05:33,1
P01156,Mouse,Electronics,GENERIC,4020.7,30,5,,,Blue,2024-02-20 18:49:50,2024-06-30 15:59:45,1
P01157,,Accessories,SAMSUNG,3275.14,30,3,469,4942,Grey,2024-05-24 23:32:02,2024-05-08 15:59:48,1
P01158,Bag,Gadgets,Dell,865.12,50,5,79,,Grey,2024-08-02 11:53:27,2024-06-07 11:19:18,0
P01159,Bag,Home,Sony,3314.61,0,5,,,,2024-05-26 09:11:07,2024-03-09 11:35:47,0
P01160,Bag,Gadgets,HP,1063.6,20,3,,982,,2024-11-10 12:06:14,2024-05-19 17:07:05,0
P01161,LAPTOP,G@dgets,Sony,2943.33,0,,488,3443,Blue,2024-12-09 16:22:58,2024-05-26 20:50:13,1
P01162,monitor,HOME,Apple,617.73,20,1,,,black,2024-01-25 03:00:37,2024-07-28 05:49:53,0
P01163,,Home,GENERIC,3823.53,50,4,321,2699,,2024-10-16 05:26:39,2024-11-22 16:49:34,0
P01164,BAG,Office,Generic,3954.16,10,,,1971,White,2024-08-12 19:13:04,2024-12-18 23:09:23,0
P01165,,home,Samsung,2775.41,0,2,,,Grey,2024-01-28 10:12:24,2024-01-28 19:46:42,0
P01166,Mouse,Electronics,,4870.81,0,2,51,,black,2024-12-09 18:32:44,2024-12-08 22:29:20,1
P01167,LAPTOP,GADGETS,sony,4954.54,10,5,,4432,Grey,2024-02-11 21:14:31,2024-07-25 21:41:51,0
P01168,,Office,sony,3270.88,0,5,,4169,Red,2024-12-08 10:59:22,2024-11-20 15:56:12,1
P01169,tablet,home,hp,4514.55,30,4,,2490,Red,2024-01-28 17:08:33,2024-01-26 00:36:20,0
P01170,L@ptop,Office,Dell,2816.01,50,3,377,2835,,2024-12-10 00:03:30,2024-07-24 06:05:23,1
P01171,Laptop,OFFICE,HP,383.17,10,5,,4582,GREY,2024-10-27 11:36:56,2024-12-27 01:48:17,1
P01172,Laptop,Electronics,Generic,3255.67,50,2,370,3278,BLACK,2024-04-18 10:45:26,2024-07-18 06:08:21,0
P01173,BAG,electronics,Samsung,393.85,20,3,,,,2024-06-03 05:06:18,2024-10-20 13:01:37,0
P01174,Camera,Accessories,sony,2887.19,0,2,80,4316,RED,2024-01-13 23:22:43,2024-07-27 08:18:14,0
P01175,,Accessories,sony,367.01,10,4,,,White,2024-04-20 21:22:54,2024-06-02 14:57:16,1
P01176,keyboard,Home,,4525.42,0,2,387,,Red,2024-08-29 21:12:07,2024-04-13 03:52:04,1
P01177,Phone,Office,SONY,2748.38,0,4,,,Grey,2024-09-29 20:32:53,2024-05-10 00:06:36,1
P01178,,Gadgets,Apple,3336.77,0,,,646,Red,2024-03-07 17:40:58,2024-06-08 20:59:34,1
P01179,,,Sony,2656.64,0,3,46,1189,Black,2024-07-13 18:18:59,2024-03-27 08:22:20,1
P01180,KEYBOARD,Accessories,Apple,2768.54,30,1,53,,Black,2024-07-02 18:13:02,2024-06-08 05:57:17,1
P01181,,Accessories,HP,2633.04,20,4,,,white,2024-09-25 18:09:47,2024-04-27 18:31:57,1
P01182,,Accessories,sony,2324.59,30,3,,,,2024-07-20 05:18:04,2024-09-03 04:25:31,1
P01183,Bag,Electronics,Dell,1264.23,0,3,332,,White,2024-01-09 21:11:57,2024-07-28 21:08:44,1
P01184,Keyboard,Accessories,SAMSUNG,1575.09,30,3,382,1653,GREY,2024-07-17 10:19:03,2024-07-19 15:53:49,0
P01185,Mouse,,HP,2946.54,30,4,140,,blue,2024-10-09 02:05:26,2024-11-06 06:17:17,0
P01186,Camera,accessories,HP,4307.56,10,,,,,2024-08-16 04:56:45,2024-06-09 14:00:53,0
P01187,C@mer@,,DELL,3668.01,0,5,,,Black,2024-07-21 19:03:31,2024-08-23 08:39:12,0
P01188,Monitor,Accessories,Dell,1551.41,0,3,,2194,Red,2024-07-22 13:43:28,2024-08-26 16:21:55,0
P01189,laptop,OFFICE,Samsung,3411.73,0,3,,1073,,2024-04-14 19:50:47,2024-04-01 02:50:50,1
P01190,,Electronics,Dell,1585.34,10,1,210,3785,grey,2024-09-05 05:23:15,2024-05-19 06:36:13,0
P01191,Laptop,Office,HP,1106.23,50,,439,,Black,2024-08-12 17:45:11,2024-09-16 21:35:37,1
P01192,Bag,Gadgets,generic,1155.81,0,5,,4942,White,2024-01-05 21:14:26,2024-12-08 01:25:43,0
P01193,Keyboard,ELECTRONICS,Apple,2221.18,0,3,,487,grey,2024-07-16 23:09:39,2024-01-09 23:02:40,0
P01194,Keyboard,HOME,apple,2071.8,20,3,,2203,Grey,2024-08-17 06:50:44,2024-11-15 14:02:58,0
P01195,Laptop,Office,Sony,442.18,30,,105,1488,White,2024-06-27 22:14:39,2024-06-03 00:21:43,1
P01196,phone,Office,samsung,2521.91,10,,257,,,2024-01-28 04:49:00,2024-09-26 10:32:56,0
P01197,Monitor,home,,1885.62,0,,42,,,2024-08-19 07:13:12,2024-11-29 18:52:59,1
P01198,Tablet,Home,Samsung,3806.37,50,1,,4157,Red,2024-10-22 18:35:21,2024-10-06 08:08:44,0
P01199,Keybo@rd,Office,Generic,975.64,50,,41,3405,,2024-04-20 06:27:05,2024-04-12 00:18:49,0
P01200,phone,Home,Sony,1020.53,10,2,,,,2024-12-26 18:03:50,2024-05-17 01:29:18,0
P01201,keyboard,gadgets,HP,373.93,20,,,,Bl@ck,2024-12-19 07:00:31,2024-07-23 15:46:14,0
P01202,PHONE,Office,Generic,1660.23,30,2,,,GREY,2024-08-20 17:55:23,2024-02-29 06:49:04,1
P01203,,HOME,HP,3408.64,50,5,455,,BLACK,2024-10-16 17:58:04,2024-01-04 06:10:06,1
P01204,Camera,gadgets,Dell,4367.64,50,1,,,,2024-11-20 15:49:47,2024-04-12 19:59:48,0
P01205,tablet,Electronics,Sony,1444.77,50,2,291,,,2024-05-20 23:41:16,2024-11-24 16:44:54,0
P01206,B@g,Electronics,Dell,3768.95,20,,229,,blue,2024-04-23 08:19:40,2024-05-03 19:22:12,0
P01207,BAG,office,Sony,3137.03,0,3,,2878,blue,2024-11-14 20:19:51,2024-03-29 00:00:33,0
P01208,,Gadgets,SAMSUNG,870.39,0,3,91,,,2024-12-20 12:13:01,2024-11-08 06:16:10,0
P01209,bag,Office,Generic,1459.76,10,2,,2273,Blue,2024-08-07 15:10:23,2024-12-16 10:37:37,0
P01210,Phone,Home,Sony,4852.16,10,4,,,Grey,2024-01-08 23:23:59,2024-08-30 01:23:46,0
P01211,MOUSE,Electronics,Samsung,1825.37,30,4,,,red,2024-07-03 09:43:02,2024-02-02 15:53:31,1
P01212,mouse,Accessories,hp,1066.77,30,3,175,3912,Red,2024-09-06 14:26:11,2024-05-15 03:14:38,0
P01213,C@mer@,Office,Dell,4824.96,0,2,,596,GREY,2024-04-11 03:01:53,2024-06-23 17:55:18,0
P01214,tablet,Office,,3919.15,0,5,,,red,2024-11-29 20:01:17,2024-05-01 06:38:37,1
P01215,Keyboard,Electronics,S@msung,3585.64,0,4,,2383,Blue,2024-02-17 12:33:27,2024-10-14 15:56:27,1
P01216,Laptop,home,HP,1967.75,20,3,376,4266,Blue,2024-09-01 04:53:34,2024-01-18 03:04:13,0
P01217,camera,Electronics,Sony,3023.79,10,5,212,2664,BLACK,2024-03-03 08:43:27,2024-10-27 21:41:35,0
P01218,CAMERA,Gadgets,S@msung,790.11,50,4,339,1015,Grey,2024-01-19 12:11:22,2024-06-01 10:37:44,0
P01219,MOUSE,home,,3092.47,50,1,,214,Red,2024-06-14 06:49:22,2024-01-03 11:13:10,0
P01220,MONITOR,Home,hp,2774.75,0,1,,,Black,2024-01-26 19:49:57,2024-12-12 12:31:14,0
P01221,Mouse,Gadgets,,3681.9,10,1,,,grey,2024-10-03 16:53:27,2024-11-01 19:26:56,0
P01222,,Home,,4897.69,20,5,218,,Blue,2024-08-27 23:47:49,2024-01-20 01:49:28,0
