order_id,customer_id,order_status,shipping_method,payment_terms,shipping_fee,created_at,updated_at,is_deleted
O01365,C03807,Processing,,,117.96,2024-08-18 11:03:43,2024-09-22 01:56:04,0
O01366,C00897,Completed,Standard,Prepaid,152.97,2024-12-22 16:48:38,2024-05-19 20:33:30,1
O01367,C04636,PENDING,,Postpaid,52.39,2024-07-06 19:32:47,2024-09-20 15:51:02,0
O01368,C00531,Pending,,Prepaid,98.99,2024-09-26 02:18:13,2024-08-11 10:51:30,0
O01369,C02154,FAILED,,Postpaid,40.65,2024-09-29 04:41:35,2024-07-24 04:53:16,0
O01370,C00243,failed,EXPRESS,Prepaid,13.92,2024-02-28 15:05:40,2024-12-30 23:59:53,0
O01371,C00662,,pickup,,139.31,2024-02-02 13:30:30,2024-07-02 03:10:38,0
O01372,C01937,PENDING,,Prepaid,172.08,2024-12-16 23:15:24,2024-12-04 11:35:25,0
O01373,C04501,,,Postpaid,151.94,2024-04-04 12:06:33,2024-01-01 00:56:54,1
O01374,C00255,,STANDARD,Prepaid,69.75,2024-10-08 02:02:48,2024-07-26 07:29:22,0
O01375,C03944,failed,STANDARD,Postpaid,111.58,2024-11-06 04:22:44,2024-02-09 22:06:29,0
O01376,C02767,PENDING,Pickup,Prepaid,153.88,2024-01-28 14:30:57,2024-10-11 06:31:01,1
O01377,C03203,completed,Pickup,Postpaid,115.51,2024-09-17 19:21:35,2024-09-01 15:06:54,1
O01378,C01213,processing,,,178.49,2024-05-14 04:10:13,2024-06-08 11:35:38,0
O01379,C01713,Refunded,,Prepaid,96.74,2024-07-14 17:54:32,2024-12-07 15:47:02,0
O01380,C01452,,,,31.5,2024-11-12 20:55:58,2024-11-22 18:59:47,0
O01381,C03577,FAILED,express,,87.69,2024-01-25 22:44:37,2024-03-19 04:18:42,0
O01382,C02408,failed,,,95.02,2024-11-27 09:26:31,2024-12-10 01:23:00,1
O01383,C04142,Completed,,,182.54,2024-02-22 17:34:08,2024-03-02 00:53:32,0
O01384,C03013,Pending,Pickup,,184.89,2024-04-29 01:54:28,2024-10-23 07:23:48,0
O01385,C00456,,,Prepaid,100.45,2024-02-09 20:08:01,2024-04-22 00:45:30,0
O01386,C00069,REFUNDED,,,199.55,2024-03-11 11:32:53,2024-10-13 08:03:33,0
O01387,C01429,completed,,,79.59,2024-09-21 13:25:13,2024-11-23 04:37:15,0
O01388,C00710,,,Postpaid,94.39,2024-05-10 20:23:36,2024-02-13 13:48:19,0
O01389,C04100,COMPLETED,STANDARD,,1.32,2024-10-31 07:13:48,2024-01-16 21:40:03,0
O01390,C01228,Processing,express,Prepaid,140.44,2024-10-15 01:05:07,2024-03-05 09:51:34,0
O01391,C04217,completed,,,82.63,2024-04-21 07:20:29,2024-12-05 11:04:22,1
O01392,C03756,Failed,Pickup,Prepaid,193.98,2024-10-28 23:42:03,2024-07-08 15:58:40,0
O01393,C01564,,,,156.62,2024-08-23 11:26:42,2024-12-19 09:35:28,0
O01394,C02606,,PICKUP,,111.89,2024-01-17 14:19:43,2024-12-28 17:43:32,0
O01395,C03752,Refunded,Express,Prepaid,123.37,2024-09-19 14:59:09,2024-08-04 10:28:13,0
O01396,C04829,pending,standard,Postpaid,116.14,2024-12-13 17:48:23,2024-09-14 14:46:19,0
O01397,C04481,FAILED,Standard,,179.53,2024-10-16 12:11:48,2024-05-07 22:34:09,0
O01398,C04376,completed,,Postpaid,34.68,2024-01-06 07:38:52,2024-04-02 05:38:10,0
O01399,C03509,PROCESSING,standard,Postpaid,128.84,2024-09-30 05:53:42,2024-07-14 08:27:31,0
O01400,C03140,Failed,standard,,149.56,2024-02-12 10:56:29,2024-08-08 05:13:46,0
O01401,C04454,Refunded,Express,,94.76,2024-12-13 05:41:26,2024-08-27 16:03:52,0
O01402,C01845,PROCESSING,,,50.05,2024-08-12 23:29:07,2024-10-14 15:48:23,0
O01403,C04464,Completed,Express,,156.44,2024-11-26 06:13:47,2024-12-01 17:59:50,0
O01404,C03409,Failed,,,150.75,2024-02-07 01:24:04,2024-02-25 00:11:50,0
O01405,C00973,Failed,,,94.76,2024-04-09 18:00:14,2024-05-17 06:58:43,0
O01406,C03419,Processing,pickup,Prepaid,121.6,2024-04-13 12:39:37,2024-01-08 03:08:20,0
O01407,C04888,Processing,Pickup,,122.28,2024-01-21 10:12:25,2024-08-16 12:21:39,0
O01408,C00232,,express,Prepaid,177.81,2024-09-20 10:28:07,2024-05-01 02:36:13,1
O01409,C04932,pending,,Prepaid,110.94,2024-07-07 00:10:06,2024-01-08 11:17:33,0
O01410,C04064,Processing,Pickup,,172.76,2024-08-31 15:54:17,2024-10-03 20:10:58,0
O01411,C01118,Pending,Standard,Postpaid,107.85,2024-03-20 12:27:29,2024-10-06 15:39:08,1
O01412,C04391,Failed,standard,Prepaid,80.71,2024-10-16 19:56:28,2024-09-19 12:56:59,1
O01413,C03011,Refunded,,,13.25,2024-11-27 11:42:38,2024-11-21 11:57:13,0
O01414,C01386,,Express,Postpaid,5.51,2024-12-30 19:12:22,2024-11-14 11:27:03,0
O01415,C02129,Failed,,Postpaid,58.41,2024-10-30 13:20:53,2024-06-26 05:05:16,1
O01416,C00329,,,Postpaid,35.91,2024-11-30 08:23:02,2024-06-17 02:08:15,0
O01417,C00667,Completed,Standard,Postpaid,46.63,2024-06-26 21:03:41,2024-07-23 02:14:39,0
O01418,C03319,REFUNDED,,Postpaid,60.75,2024-01-10 20:22:11,2024-05-13 12:38:56,1
O01419,C01593,Failed,,,101.81,2024-10-29 15:17:06,2024-11-17 14:35:44,1
O01420,C00528,F@iled,,,43.68,2024-03-18 03:14:38,2024-04-19 05:24:44,1
O01421,C02750,Refunded,,Postpaid,1.33,2024-08-16 06:58:30,2024-08-27 00:02:12,0
O01422,C00396,Completed,,,122.35,2024-05-16 21:16:11,2024-09-29 01:25:51,0
O01423,C04485,PROCESSING,PICKUP,Postpaid,162.13,2024-09-14 20:29:49,2024-12-13 05:41:43,0
O01424,C04212,Processing,Express,Postpaid,94.95,2024-11-06 17:06:01,2024-11-20 14:22:26,0
O01425,C03714,F@iled,Standard,Prepaid,0.43,2024-05-12 11:14:31,2024-06-30 03:57:58,0
O01426,C02686,completed,,Prepaid,47.99,2024-10-04 20:24:06,2024-01-14 06:47:59,0
O01427,C04979,Processing,Pickup,Prepaid,28.34,2024-06-07 17:41:19,2024-12-26 21:54:05,0
O01428,C02214,Processing,Express,Prepaid,144.38,2024-06-15 11:48:09,2024-06-10 21:16:50,0
O01429,C04742,Refunded,Pickup,Postpaid,51.01,2024-10-13 15:10:44,2024-03-11 20:14:05,0
O01430,C02951,,Express,,126.58,2024-09-10 08:00:05,2024-07-02 16:47:36,0
O01431,C04165,Processing,Express,Prepaid,9.41,2024-09-20 17:43:30,2024-02-03 13:36:18,0
O01432,C03745,Pending,Standard,Postpaid,79.64,2024-12-19 09:05:51,2024-03-24 22:36:43,0
O01433,C02987,Processing,Pickup,Prepaid,15.8,2024-05-13 20:02:11,2024-10-06 06:21:43,0
O01434,C01905,,,Postpaid,174.96,2024-04-28 11:08:59,2024-07-30 08:25:31,0
O01435,C04880,Pending,St@nd@rd,,179.64,2024-03-05 15:14:26,2024-01-31 02:13:19,0
O01436,C04314,pending,standard,Postpaid,188,2024-11-11 23:43:34,2024-07-30 08:45:20,0
O01437,C02803,refunded,St@nd@rd,Prepaid,190.55,2024-04-15 10:23:44,2024-01-22 14:06:23,0
O01438,C02990,PENDING,Pickup,Postpaid,141.26,2024-08-23 20:39:43,2024-08-29 10:05:14,1
O01439,C01763,refunded,pickup,,124.19,2024-10-20 14:14:38,2024-03-08 18:09:32,1
O01440,C04429,Failed,,,42.88,2024-12-24 01:06:24,2024-10-23 19:15:35,1
O01441,C04099,PENDING,Standard,Prepaid,60.78,2024-08-29 11:40:53,2024-03-17 10:42:12,0
O01442,C02614,,Pickup,Prepaid,138.36,2024-04-04 17:41:01,2024-04-08 19:38:49,0
O01443,C01958,Processing,,Postpaid,9.1,2024-09-21 19:39:15,2024-09-26 17:32:36,0
O01444,C03917,COMPLETED,,,177.49,2024-01-08 01:02:11,2024-04-21 07:58:35,1
O01445,C01746,COMPLETED,,Prepaid,64.5,2024-11-24 08:07:55,2024-01-10 05:20:55,0
O01446,C04692,Completed,Pickup,Postpaid,9.48,2024-05-16 16:08:27,2024-11-30 18:58:37,0
O01447,C00283,Failed,,,62.34,2024-09-15 20:36:32,2024-02-14 10:22:33,0
O01448,C04162,,,,145.52,2024-02-18 21:28:22,2024-05-16 02:21:15,1
O01449,C00588,Processing,,,19.54,2024-11-06 19:48:53,2024-02-27 23:06:55,0
O01450,C01442,PENDING,,,85.98,2024-12-09 18:11:43,2024-11-19 06:18:09,0
O01451,C04750,refunded,EXPRESS,Postpaid,163.88,2024-07-07 05:46:40,2024-10-19 06:35:41,0
O01452,C03936,Processing,standard,Prepaid,43.06,2024-05-19 21:42:41,2024-10-17 02:28:57,0
O01453,C01807,processing,,,194.55,2024-07-31 09:41:48,2024-04-24 14:11:29,0
O01454,C00536,Refunded,Pickup,Prepaid,119.36,2024-09-19 11:51:07,2024-11-26 02:26:53,1
O01455,C00968,Processing,Pickup,Postpaid,85.24,2024-04-06 13:56:10,2024-02-02 01:22:46,0
O01456,C04227,REFUNDED,Express,Prepaid,119.14,2024-12-23 10:41:50,2024-02-02 23:27:10,0
O01457,C02490,Processing,Standard,,112.65,2024-09-11 04:19:53,2024-12-19 11:59:52,0
O01458,C01664,Completed,,,4.17,2024-07-01 04:41:06,2024-07-16 05:24:17,1
O01459,C03681,PENDING,Pickup,Postpaid,134.84,2024-04-11 22:28:56,2024-03-29 19:46:46,1
O01460,C02109,failed,,,13.19,2024-05-17 03:30:09,2024-05-20 05:37:57,1
O01461,C04329,refunded,Express,,7.93,2024-08-27 11:02:15,2024-01-10 12:34:38,0
O01462,C04477,,Standard,,55.04,2024-02-20 13:05:25,2024-02-20 06:15:17,0
O01463,C02068,Refunded,Express,Postpaid,32.96,2024-12-09 22:28:37,2024-06-26 20:42:28,0
O01464,C01831,Pending,,Prepaid,48.19,2024-05-05 00:06:11,2024-11-10 21:37:16,0
O01465,C00026,Completed,,,19.78,2024-03-24 16:19:18,2024-01-07 13:47:09,1
O01466,C00650,Completed,Standard,,153.21,2024-06-17 06:24:19,2024-03-22 19:30:26,0
O01467,C01177,Processing,express,,165.39,2024-09-20 15:27:27,2024-02-15 01:05:17,0
O01468,C00724,Refunded,STANDARD,,171.23,2024-04-22 22:15:28,2024-01-20 18:49:20,0
O01469,C04193,Refunded,pickup,Postpaid,155.46,2024-05-31 06:03:43,2024-07-08 08:01:00,0
O01470,C01139,,PICKUP,Prepaid,97.88,2024-02-08 04:36:42,2024-11-02 19:16:22,0
O01471,C03891,Refunded,,,45.99,2024-02-11 03:31:38,2024-04-08 02:39:15,0
O01472,C04032,Failed,,Postpaid,67.63,2024-06-10 09:44:15,2024-12-17 11:39:13,0
O01473,C01694,,Express,Postpaid,85.89,2024-05-27 05:12:03,2024-05-21 07:14:41,1
O01474,C01054,Completed,,Prepaid,9.55,2024-08-23 06:18:41,2024-07-30 20:45:56,0
O01475,C01933,,STANDARD,Prepaid,66.12,2024-06-30 23:24:38,2024-01-17 02:47:28,1
O01476,C03815,FAILED,Standard,Postpaid,74.5,2024-05-03 06:50:53,2024-06-04 12:39:34,0
O01477,C02513,Failed,,Prepaid,191.49,2024-09-26 19:05:34,2024-11-01 14:06:05,0
O01478,C04391,Completed,standard,,178.84,2024-08-24 14:20:11,2024-09-02 21:04:39,0
O01479,C04084,COMPLETED,,Postpaid,50.47,2024-04-01 15:08:41,2024-05-06 05:24:07,0
O01480,C00132,refunded,express,,91.43,2024-10-29 19:58:37,2024-10-08 11:07:26,1
O01481,C02905,Pending,express,Prepaid,35.64,2024-09-12 15:51:42,2024-08-02 06:50:15,1
O01482,C01981,Pending,Pickup,Postpaid,133.83,2024-07-14 08:51:16,2024-04-19 04:28:55,1
O01483,C04032,Pending,Pickup,Prepaid,179.51,2024-06-24 00:04:52,2024-08-11 13:45:31,0
O01484,C02016,Pending,,Postpaid,32.98,2024-09-22 07:01:29,2024-04-17 19:45:01,0
O01485,C00006,Processing,,Postpaid,83.06,2024-12-24 17:51:37,2024-05-21 07:31:23,0
O01486,C02842,completed,Pickup,Prepaid,186.9,2024-03-17 17:52:06,2024-08-22 07:27:36,1
O01487,C03863,PROCESSING,express,Postpaid,157.54,2024-02-13 00:52:40,2024-10-12 11:32:57,1
O01488,C00660,Completed,,Prepaid,91.45,2024-01-16 14:59:33,2024-11-12 20:07:56,0
O01489,C01626,,express,Prepaid,81.02,2024-01-07 11:08:47,2024-12-22 07:19:49,0
O01490,C02129,Refunded,PICKUP,Prepaid,178.33,2024-03-08 10:48:21,2024-04-04 01:55:06,0
O01491,C04564,Pending,express,Postpaid,107.48,2024-05-01 10:56:32,2024-01-08 12:49:43,0
O01492,C04705,F@iled,Express,,82.63,2024-07-09 01:52:20,2024-04-02 02:53:26,0
O01493,C01611,F@iled,,Postpaid,17.02,2024-03-09 22:45:31,2024-12-22 16:05:56,0
O01494,C00627,failed,Pickup,Postpaid,71.29,2024-12-10 22:52:18,2024-03-17 10:01:47,1
O01495,C04802,Processing,Standard,Postpaid,136.62,2024-04-07 22:54:52,2024-12-03 00:01:39,0
O01496,C00360,pending,Express,Postpaid,84.52,2024-03-15 23:36:58,2024-08-10 03:17:31,1
O01497,C01848,,PICKUP,Prepaid,182.58,2024-06-19 16:11:37,2024-05-14 05:11:25,0
O01498,C02220,PENDING,Express,,84.26,2024-02-12 02:25:48,2024-11-28 17:32:49,0
O01499,C01474,Processing,Pickup,Prepaid,188.15,2024-01-26 02:45:02,2024-08-03 07:01:06,0
O01500,C03146,completed,PICKUP,Prepaid,81.28,2024-08-28 20:59:59,2024-12-24 19:07:37,0
O01501,C03504,PENDING,standard,Prepaid,105.43,2024-07-22 23:09:22,2024-05-21 10:22:38,0
O01502,C01125,Failed,Express,Prepaid,16.42,2024-06-12 20:13:44,2024-02-23 06:40:46,1
O01503,C01843,processing,express,Postpaid,49.42,2024-11-13 20:00:14,2024-04-29 14:21:03,1
O01504,C02629,refunded,express,Postpaid,28.8,2024-08-18 18:36:10,2024-11-11 20:14:14,0
O01505,C00007,Completed,,Postpaid,0.89,2024-02-04 07:27:19,2024-05-27 18:18:06,1
O01506,C04167,Processing,Standard,,54.16,2024-12-30 12:08:31,2024-07-18 03:50:14,0
O01507,C04913,,St@nd@rd,Prepaid,172.41,2024-01-30 14:54:32,2024-05-21 02:43:58,0
O01508,C02415,Failed,pickup,,6.35,2024-05-19 21:18:08,2024-02-08 00:20:04,0
O01509,C00267,Failed,Express,Prepaid,102.2,2024-07-17 13:40:00,2024-07-30 04:29:09,0
O01510,C00023,Completed,,,161.41,2024-03-07 04:30:01,2024-04-09 20:40:09,1
O01511,C01999,COMPLETED,Express,Postpaid,53.42,2024-07-23 13:18:29,2024-07-02 20:23:53,0
O01512,C01692,,pickup,,22.8,2024-10-09 20:31:46,2024-10-09 10:14:10,0
O01513,C00099,processing,Express,Prepaid,166.31,2024-06-27 23:35:45,2024-03-28 15:38:31,0
O01514,C00641,Completed,,,15.41,2024-07-02 04:50:13,2024-08-05 05:58:33,0
O01515,C03476,PROCESSING,Express,,1.64,2024-08-18 16:54:14,2024-08-01 06:57:17,0
O01516,C01945,Processing,PICKUP,,28,2024-11-01 19:28:06,2024-07-04 08:28:00,0
O01517,C02351,Processing,,Postpaid,142.99,2024-06-11 02:43:42,2024-10-02 03:54:22,1
O01518,C00050,,Express,Postpaid,0.08,2024-11-12 05:22:14,2024-07-01 02:47:40,0
O01519,C02138,failed,Express,,19.4,2024-09-02 01:24:23,2024-02-09 21:26:41,0
O01520,C02389,Failed,EXPRESS,,28.37,2024-08-23 20:48:01,2024-02-23 08:50:15,0
O01521,C02677,processing,Express,Prepaid,63.56,2024-07-28 11:55:06,2024-01-10 19:20:14,0
O01522,C00815,F@iled,Express,Postpaid,28.63,2024-07-24 18:23:55,2024-12-09 09:21:01,0
O01523,C04903,failed,,Prepaid,129.73,2024-09-21 22:03:34,2024-03-26 23:26:19,1
O01524,C02612,Failed,Express,,180.49,2024-10-12 09:57:39,2024-10-01 10:20:07,0
O01525,C01431,Refunded,Standard,,73.07,2024-05-02 05:53:36,2024-11-09 04:53:42,0
O01526,C00059,Refunded,Express,Prepaid,190.08,2024-06-06 09:08:19,2024-03-18 13:28:39,0
O01527,C04012,Completed,EXPRESS,,35.11,2024-03-28 05:28:50,2024-06-26 08:09:34,0
O01528,C03881,Completed,,,35.02,2024-03-01 22:07:19,2024-01-19 21:17:31,0
O01529,C03975,Completed,,Prepaid,195.86,2024-07-28 04:06:48,2024-02-20 19:05:45,0
O01530,C01299,Processing,,Postpaid,129.28,2024-06-30 06:54:53,2024-06-08 10:06:53,0
O01531,C03712,Pending,,,170.62,2024-03-11 16:21:42,2024-05-22 15:30:53,0
O01532,C02286,Refunded,,,136.88,2024-01-06 13:40:06,2024-05-16 14:42:39,1
O01533,C04816,,Express,Prepaid,141.3,2024-01-08 19:11:46,2024-09-14 22:26:02,1
O01534,C01780,FAILED,pickup,Postpaid,172.52,2024-10-09 15:42:08,2024-04-27 08:26:26,1
O01535,C02942,pending,,Prepaid,89.05,2024-12-13 01:19:32,2024-12-26 14:33:01,1
O01536,C03119,Failed,,Postpaid,81.69,2024-12-25 05:21:47,2024-03-28 14:31:43,0
O01537,C01754,Completed,St@nd@rd,Prepaid,41.23,2024-10-06 18:25:52,2024-08-07 09:13:13,0
O01538,C04617,Completed,St@nd@rd,,122.05,2024-05-01 04:21:22,2024-08-09 14:03:03,0
O01539,C04323,Pending,Express,,22.01,2024-11-26 04:31:23,2024-09-23 12:44:05,0
O01540,C01836,Failed,Pickup,Postpaid,23.96,2024-02-23 09:52:00,2024-07-04 20:52:55,0
O01541,C01544,,,Prepaid,197.89,2024-07-29 10:04:53,2024-04-08 10:32:53,1
O01542,C02970,,,Postpaid,118.95,2024-09-14 18:49:54,2024-01-04 06:41:49,1
O01543,C01207,,Standard,Postpaid,161.73,2024-09-26 22:03:07,2024-01-27 15:11:11,0
O01544,C03936,Refunded,Pickup,Postpaid,171.96,2024-09-27 13:43:05,2024-11-16 03:42:53,0
O01545,C02785,Failed,Standard,Prepaid,157.81,2024-11-14 00:10:23,2024-10-12 20:01:15,0
O01546,C04715,Processing,Express,Postpaid,135.55,2024-11-22 14:36:41,2024-02-19 10:18:14,1
O01547,C02249,,standard,Postpaid,2.42,2024-11-23 21:03:39,2024-11-19 04:21:42,0
O01548,C02227,Completed,,Prepaid,88.99,2024-12-12 17:43:04,2024-04-09 19:52:45,0
O01549,C02923,failed,Express,Postpaid,169.56,2024-05-04 07:22:52,2024-02-28 09:10:11,0
O01550,C00142,Pending,Pickup,,100.16,2024-03-31 17:55:46,2024-08-26 16:12:33,0
O01551,C04113,PENDING,,Postpaid,157.99,2024-08-21 18:23:32,2024-08-31 15:17:07,1
O01552,C03379,PENDING,Pickup,Postpaid,38.7,2024-09-16 04:14:10,2024-12-30 15:43:00,1
O01553,C02236,Refunded,Pickup,Prepaid,163.23,2024-06-26 04:12:23,2024-01-19 20:50:34,0
O01554,C03626,,STANDARD,,36.59,2024-04-24 21:02:10,2024-04-02 01:23:22,0
O01555,C04114,refunded,,Postpaid,161.14,2024-10-30 23:33:44,2024-07-03 22:19:45,0
O01556,C01005,processing,,Postpaid,197.55,2024-11-04 22:01:56,2024-03-04 10:06:16,0
O01557,C03536,Failed,standard,,73.12,2024-04-14 06:31:36,2024-07-06 13:09:54,0
O01558,C04521,Pending,STANDARD,,106.64,2024-10-19 19:15:46,2024-12-10 11:39:36,1
O01559,C02790,Refunded,,Prepaid,107.28,2024-05-23 12:25:48,2024-03-07 12:14:18,0
O01560,C00608,Refunded,Pickup,,82.99,2024-08-23 15:48:34,2024-06-03 04:15:22,0
O01561,C03882,PROCESSING,Express,Prepaid,22.59,2024-10-17 06:26:09,2024-04-06 21:19:54,0
O01562,C03040,Processing,,Prepaid,96.69,2024-12-31 18:33:35,2024-03-14 20:29:53,0
O01563,C00275,PROCESSING,Express,Postpaid,62.17,2024-05-19 18:31:17,2024-06-13 07:13:25,0
O01564,C04847,REFUNDED,PICKUP,Prepaid,12.81,2024-07-21 12:23:50,2024-07-10 08:38:42,0
O01565,C00230,Processing,,Prepaid,175.67,2024-09-03 06:10:41,2024-08-16 17:16:11,0
O01566,C02255,COMPLETED,PICKUP,Postpaid,70.43,2024-07-07 18:05:02,2024-09-14 21:41:31,1
O01567,C04062,,Express,,173.51,2024-05-18 08:41:10,2024-09-12 10:01:52,0
O01568,C02670,,standard,Postpaid,77.17,2024-12-02 13:52:50,2024-02-28 14:25:04,1
O01569,C04014,Failed,EXPRESS,,61.42,2024-04-07 17:17:42,2024-08-29 04:11:46,1
O01570,C04961,Completed,,,93.06,2024-06-27 03:58:08,2024-11-29 18:10:10,0
O01571,C00188,,,Prepaid,168.67,2024-06-12 01:05:10,2024-07-08 11:14:04,1
O01572,C01869,Pending,Pickup,Postpaid,89.93,2024-01-15 23:26:35,2024-03-14 06:42:02,0
O01573,C03319,,Pickup,,162.72,2024-02-10 01:04:22,2024-03-24 00:31:04,0
O01574,C04825,Processing,Standard,Prepaid,45.92,2024-03-04 23:24:32,2024-05-15 15:27:05,1
O01575,C03778,completed,Pickup,Prepaid,23.12,2024-05-07 13:19:08,2024-07-24 15:19:39,1
O01576,C00733,Pending,Standard,Prepaid,114.99,2024-01-10 06:51:20,2024-01-12 04:04:42,0
O01577,C02393,,Standard,,140.1,2024-01-23 17:00:36,2024-02-23 02:36:48,0
O01578,C02145,Processing,,Prepaid,61.71,2024-07-01 18:23:07,2024-09-19 07:10:13,0
O01579,C01632,Completed,Standard,Prepaid,78.57,2024-11-03 01:04:43,2024-12-21 17:56:09,0
O01580,C04170,REFUNDED,,Postpaid,172.76,2024-08-05 07:18:07,2024-01-23 18:09:14,0
O01581,C02220,Refunded,standard,Prepaid,66.09,2024-07-22 23:38:02,2024-05-24 13:22:00,0
O01582,C02411,failed,PICKUP,Prepaid,3.68,2024-03-23 12:15:41,2024-08-12 13:42:04,0
O01583,C01971,Completed,Express,,103.73,2024-10-15 09:38:39,2024-11-09 22:30:16,1
O01584,C00241,Completed,Standard,Postpaid,130.48,2024-05-12 17:19:22,2024-01-13 10:29:24,0
O01585,C01821,Processing,,Postpaid,193.66,2024-10-21 09:20:14,2024-08-12 14:50:42,0
O01586,C02775,Failed,,,24.73,2024-03-05 20:11:09,2024-11-13 22:11:39,0
O01587,C00670,Refunded,express,Postpaid,97.82,2024-04-13 15:38:02,2024-05-06 23:49:13,0
O01588,C04604,pending,,,120.94,2024-12-20 06:59:32,2024-08-17 22:11:59,0
O01589,C01601,Failed,Express,,16.74,2024-06-12 02:30:42,2024-03-01 18:53:41,0
O01590,C01829,Failed,Standard,Prepaid,100.92,2024-07-01 05:53:00,2024-05-19 18:49:29,0
O01591,C04333,,Pickup,,17.75,2024-10-10 15:47:24,2024-12-08 14:18:39,0
O01592,C02702,REFUNDED,,Postpaid,100.43,2024-12-20 17:21:23,2024-09-28 15:22:14,0
O01593,C04604,REFUNDED,Express,,149.47,2024-11-29 23:39:24,2024-03-31 10:51:12,0
O01594,C03988,REFUNDED,Pickup,,151.76,2024-02-05 20:36:04,2024-10-28 16:17:55,0
O01595,C01872,refunded,Express,Postpaid,112.15,2024-01-28 08:49:12,2024-02-19 15:46:26,0
O01596,C01332,refunded,St@nd@rd,Prepaid,86.98,2024-02-14 18:05:37,2024-09-11 17:03:28,1
O01597,C01343,refunded,Pickup,,2.89,2024-05-04 12:23:49,2024-04-05 08:59:16,0
O01598,C02350,FAILED,,Postpaid,104.46,2024-10-05 21:22:13,2024-01-09 15:16:04,0
O01599,C03046,Completed,Express,Postpaid,27.37,2024-05-18 17:31:37,2024-03-27 02:54:24,0
O01600,C04706,completed,,,170.84,2024-09-05 09:28:30,2024-07-30 12:57:17,0
O01601,C03696,F@iled,Pickup,Prepaid,109.34,2024-02-04 20:41:38,2024-02-17 13:44:41,0
O01602,C01958,Refunded,Standard,Postpaid,32.03,2024-10-03 13:40:41,2024-03-04 08:49:32,0
O01603,C04982,refunded,Standard,,127.33,2024-12-20 00:25:57,2024-12-19 02:50:13,0
O01604,C03462,PENDING,Pickup,Prepaid,12.3,2024-06-05 20:14:36,2024-01-20 19:44:22,0
O01605,C04377,F@iled,Standard,Prepaid,59.88,2024-04-07 06:32:11,2024-12-15 06:28:52,1
O01606,C00825,Completed,,,77.7,2024-03-01 19:04:30,2024-10-22 09:30:22,0
O01607,C03826,Pending,Pickup,,78.33,2024-09-25 13:11:35,2024-12-06 03:17:47,0
O01608,C03196,Refunded,,Postpaid,166.26,2024-10-21 06:20:14,2024-01-27 11:16:23,1
O01609,C04641,PROCESSING,,,174.2,2024-07-31 21:48:44,2024-10-31 08:58:33,1
O01610,C02313,PENDING,Pickup,Postpaid,149.36,2024-07-15 08:58:59,2024-04-17 19:43:35,0
O01611,C04378,Pending,,,161.7,2024-05-14 18:40:34,2024-10-29 14:43:40,0
O01612,C03333,Failed,express,,104.83,2024-11-21 20:19:24,2024-03-16 17:18:11,0
O01613,C04972,Failed,,Postpaid,81.7,2024-06-28 21:47:14,2024-02-07 16:26:10,0
O01614,C01727,Processing,Pickup,,28.54,2024-07-11 04:04:14,2024-12-05 19:30:27,0
O01615,C00479,Pending,,Prepaid,52.81,2024-11-24 07:54:05,2024-06-01 05:21:42,0
O01616,C04837,Completed,,,82.58,2024-08-21 09:24:32,2024-03-11 11:38:58,0
O01617,C04860,Processing,Express,Postpaid,61.95,2024-06-13 08:36:41,2024-10-13 01:53:22,0
O01618,C03718,completed,EXPRESS,,5.33,2024-11-01 04:31:02,2024-07-04 00:02:10,0
O01619,C04546,Processing,,Postpaid,131.54,2024-02-05 08:38:20,2024-10-31 03:38:28,0
O01620,C04838,failed,STANDARD,Postpaid,41.55,2024-04-11 10:44:45,2024-09-05 17:43:03,0
O01621,C01779,Processing,Pickup,Postpaid,81.67,2024-06-12 06:28:58,2024-01-15 14:04:59,1
O01622,C03153,,,Prepaid,151.31,2024-06-29 19:57:54,2024-08-16 09:42:25,1
O01623,C02157,PENDING,Standard,Prepaid,59.08,2024-11-09 07:56:10,2024-07-19 05:36:16,0
O01624,C00743,Pending,Express,,105,2024-08-27 17:17:41,2024-01-01 16:52:42,0
O01625,C00049,Processing,standard,Postpaid,18.02,2024-10-22 15:39:15,2024-01-25 06:26:47,0
O01626,C03203,refunded,,Postpaid,167.64,2024-02-19 20:21:28,2024-07-31 20:46:51,0
O01627,C00655,Failed,,,157.18,2024-03-01 14:14:41,2024-07-09 04:18:22,0
O01628,C01518,REFUNDED,Express,Prepaid,80.24,2024-10-27 20:04:17,2024-12-30 19:42:24,0
O01629,C01257,completed,St@nd@rd,Prepaid,153.32,2024-02-05 23:40:31,2024-10-07 01:53:07,1
O01630,C04885,Processing,pickup,Prepaid,184.85,2024-09-10 05:05:35,2024-08-26 17:15:24,0
O01631,C02698,COMPLETED,Express,Prepaid,145.45,2024-09-25 05:54:47,2024-02-26 05:45:11,0
O01632,C02052,,EXPRESS,,40.38,2024-12-14 00:34:28,2024-01-26 18:54:11,0
O01633,C01119,,Pickup,,132.01,2024-12-14 10:00:19,2024-09-26 23:57:09,0
O01634,C02938,Pending,,Prepaid,84.71,2024-04-19 09:18:26,2024-01-24 02:10:06,0
O01635,C01647,processing,Express,Postpaid,79.53,2024-08-02 22:00:54,2024-10-15 23:57:24,0
O01636,C02523,Pending,Express,Postpaid,80.32,2024-04-04 13:32:16,2024-06-01 13:00:09,0
