payment_id,order_id,amount,payment_method,payment_gateway,payment_status,currency,exchange_rate,created_at,updated_at
PM04562,O11119,6045.9,C@sh,Stripe,F@iled,KES,919.13,2024-10-21 08:22:41,2024-04-09 21:57:02
PM04563,O04510,6748.95,,,reversed,USD,1274.17,2024-03-25 20:13:02,2024-07-09 03:39:45
PM04564,O11572,261.76,PAYPAL,Paystack,Reversed,USD,1275.55,2024-05-08 06:57:40,2024-02-23 04:53:09
PM04565,O10548,3416.32,CASH,Stripe,PAID,NGN,924.29,2024-02-11 04:24:47,2024-10-11 03:46:06
PM04566,O03340,3674.48,CASH,,Reversed,GHS,1435.55,2024-03-14 12:11:48,2024-03-17 10:03:24
PM04567,O10151,3484.64,,,,KES,1094.57,2024-07-29 13:52:23,2024-02-24 14:59:43
PM04568,O03164,2306.33,Card,,Pending,NGN,329.2,2024-01-05 00:25:11,2024-09-04 19:27:16
PM04569,O10391,1208.78,Transfer,Stripe,Pending,USD,342.22,2024-05-10 14:57:04,2024-11-13 19:52:59
PM04570,O06508,6728.33,Paypal,,Pending,USD,1373.35,2024-04-12 02:46:25,2024-04-28 06:26:13
PM04571,O03330,396.7,Transfer,,Reversed,USD,1327.08,2024-02-20 23:08:07,2024-03-29 10:15:13
PM04572,O11147,2771.35,Paypal,,Paid,USD,823.28,2024-05-21 17:31:24,2024-06-20 07:26:50
PM04573,O11501,5425.05,CARD,Flutterwave,reversed,NGN,387.54,2024-03-20 07:26:01,2024-02-17 15:22:39
PM04574,O11413,2968.36,C@rd,,Failed,USD,923.84,2024-01-14 06:17:38,2024-03-20 09:11:50
PM04575,O01946,261.93,Paypal,,Reversed,NGN,785.84,2024-01-17 17:12:21,2024-02-01 05:32:34
PM04576,O00109,4606.72,Crypto,Flutterwave,paid,USD,1355.35,2024-12-11 12:03:55,2024-05-24 17:22:06
PM04577,O11007,935.88,TRANSFER,,Reversed,USD,1270.26,2024-12-27 23:31:31,2024-10-05 12:30:06
PM04578,O09485,94.26,TRANSFER,Flutterwave,P@id,KES,519.23,2024-08-15 17:23:16,2024-05-14 15:37:50
PM04579,O10842,410.21,cash,,FAILED,,1314.48,2024-11-06 21:30:46,2024-10-17 17:02:46
PM04580,O10237,5894.77,,Stripe,Paid,KES,1280.05,2024-09-28 03:04:41,2024-01-11 20:07:56
PM04581,O11317,1382.79,Transfer,,Pending,,636.71,2024-04-17 01:06:44,2024-05-21 13:39:50
PM04582,O11118,562.25,Crypto,Stripe,reversed,,1368.37,2024-11-06 09:33:01,2024-03-29 00:07:01
PM04583,O06039,6921.64,Crypto,Stripe,Paid,KES,727.52,2024-01-24 19:10:34,2024-07-23 20:03:24
PM04584,O09911,139.87,,,Paid,NGN,1446.34,2024-03-13 19:14:46,2024-02-07 21:16:06
PM04585,O00502,6156.77,card,Flutterwave,Pending,KES,559.15,2024-03-03 22:24:55,2024-10-06 17:50:56
PM04586,O11206,2606.89,C@rd,Paystack,FAILED,USD,779.51,2024-01-18 20:48:01,2024-05-11 08:43:08
PM04587,O10679,3924.73,Card,Paystack,Reversed,ghs,645.72,2024-10-27 10:47:05,2024-07-16 08:44:04
PM04588,O11009,3380.97,Paypal,Paystack,P@id,,412.66,2024-03-07 04:06:44,2024-01-28 21:20:55
PM04589,O10814,6689.04,Crypto,Flutterwave,failed,NGN,1324.77,2024-12-14 11:40:37,2024-02-21 15:30:02
PM04590,O00923,5274.72,,Flutterwave,P@id,USD,764.76,2024-02-17 06:19:31,2024-10-04 04:44:56
PM04591,O10164,3030.15,Transfer,Flutterwave,Pending,USD,1029.1,2024-05-09 13:18:48,2024-11-02 01:51:04
PM04592,O05968,1481.39,PAYPAL,Stripe,Paid,,635.48,2024-01-30 02:02:51,2024-06-25 09:22:21
PM04593,O11978,5471.19,,,Reversed,KES,1255.98,2024-04-03 23:36:05,2024-10-17 05:09:12
PM04594,O10996,2879.93,Card,,Reversed,GHS,932.97,2024-02-16 23:57:41,2024-08-17 19:02:33
PM04595,O07660,3958,Card,,Reversed,KES,1137.12,2024-11-15 01:14:42,2024-09-17 14:35:41
PM04596,O07330,4829.22,Crypto,Flutterwave,Reversed,GHS,809.49,2024-12-03 05:16:52,2024-01-25 23:26:16
PM04597,O01594,6701.71,,Flutterwave,PAID,USD,882.4,2024-10-18 04:54:08,2024-12-14 00:37:51
PM04598,O01456,923.99,Tr@nsfer,Stripe,Pending,GHS,609.34,2024-11-12 21:46:00,2024-04-15 14:42:16
PM04599,O11629,588.64,Paypal,,Paid,KES,1016.9,2024-09-12 03:35:01,2024-06-29 12:12:46
PM04600,O06662,4395.2,crypto,Stripe,Pending,USD,379.06,2024-12-24 03:44:04,2024-01-24 04:22:36
PM04601,O07201,1418.3,Crypto,,Reversed,KES,383.72,2024-11-25 02:45:32,2024-05-11 21:29:48
PM04602,O06358,3613.74,Crypto,,REVERSED,GHS,701.55,2024-05-30 13:55:11,2024-08-22 18:57:12
PM04603,O10510,4975.24,CASH,Paystack,Pending,NGN,1075.13,2024-11-27 17:23:34,2024-10-17 01:51:49
PM04604,O10746,2687.72,Cash,,Pending,USD,1143.84,2024-09-22 09:56:31,2024-05-27 06:12:03
PM04605,O11912,5286.11,Tr@nsfer,Paystack,reversed,NGN,810.93,2024-10-13 05:08:02,2024-07-12 14:53:50
PM04606,O10713,2082.96,CARD,Paystack,,,1321.02,2024-08-02 17:47:36,2024-04-04 21:12:07
PM04607,O10394,4252.53,PAYPAL,,,GHS,1469.85,2024-06-12 12:01:01,2024-04-04 20:12:01
PM04608,O00757,5165.88,Tr@nsfer,,PAID,GHS,525.7,2024-01-31 12:30:04,2024-08-29 23:20:27
PM04609,O10176,5080.96,Crypto,,F@iled,ghs,875.45,2024-01-26 16:23:18,2024-10-20 05:34:02
PM04610,O10817,6513.32,card,,Pending,KES,808.72,2024-02-02 14:37:29,2024-12-10 06:24:38
PM04611,O03831,5969.23,Transfer,Stripe,FAILED,GHS,359.75,2024-08-24 13:43:45,2024-04-21 07:07:37
PM04612,O03561,3041.31,Cash,Flutterwave,REVERSED,GHS,433.81,2024-11-22 03:10:45,2024-12-12 07:54:47
PM04613,O09042,357.63,Crypto,,Pending,NGN,1063.96,2024-11-09 20:27:14,2024-12-28 03:25:43
PM04614,O10812,3562.09,cash,,Reversed,ghs,1338.89,2024-07-23 10:31:31,2024-03-24 12:01:39
PM04615,O00374,6207.85,Transfer,Stripe,Paid,NGN,1117.42,2024-02-19 18:41:31,2024-07-23 10:34:02
PM04616,O07355,3219.79,,,PAID,GHS,771.15,2024-10-19 11:18:31,2024-01-26 19:03:48
PM04617,O02412,1327.61,CASH,Flutterwave,paid,KES,1189.67,2024-11-06 00:44:47,2024-01-10 22:36:43
PM04618,O10435,3604.54,Crypto,Stripe,REVERSED,NGN,553.69,2024-02-24 00:35:42,2024-09-30 07:13:55
PM04619,O03819,2866.1,Transfer,,Reversed,ghs,1464.95,2024-08-05 14:23:34,2024-11-21 05:11:48
PM04620,O11365,516.57,crypto,,Reversed,ngn,1256.46,2024-11-18 11:13:55,2024-08-22 01:00:42
PM04621,O10785,3652.98,Paypal,Flutterwave,,USD,1229.41,2024-08-27 00:51:05,2024-03-13 10:50:58
PM04622,O07383,3253.86,Crypto,,PENDING,,443.6,2024-01-22 02:41:16,2024-10-21 20:44:11
PM04623,O11077,6189.52,,Paystack,Pending,GHS,1335.71,2024-11-24 06:56:55,2024-10-18 05:10:01
PM04624,O02801,3685.93,PAYPAL,Stripe,,KES,1022.92,2024-01-21 11:57:31,2024-07-15 04:11:25
PM04625,O10299,6222.86,Paypal,Flutterwave,Paid,,1032.51,2024-02-06 04:18:38,2024-06-08 07:39:12
PM04626,O10389,106.39,Card,Stripe,Failed,,540.75,2024-06-12 12:15:18,2024-09-06 08:40:05
PM04627,O01158,666.97,transfer,Paystack,Reversed,GHS,1172.04,2024-12-26 21:17:13,2024-07-04 11:32:06
PM04628,O06516,221.92,Tr@nsfer,,Failed,GHS,1233.32,2024-12-16 22:26:17,2024-10-03 15:02:33
PM04629,O11647,1369.05,Card,Stripe,Pending,usd,1291.45,2024-05-30 06:19:38,2024-11-12 20:57:35
PM04630,O10994,2844.93,Crypto,Stripe,Failed,GHS,1437.95,2024-05-04 06:37:31,2024-06-27 12:40:35
PM04631,O11747,6095.88,TRANSFER,Flutterwave,Reversed,USD,1286.34,2024-03-25 01:00:24,2024-06-30 10:18:22
PM04632,O04246,2543.65,Cash,Paystack,failed,,1195.84,2024-05-19 10:56:31,2024-11-14 03:23:42
PM04633,O00092,2855.62,Crypto,Flutterwave,FAILED,KES,1125.14,2024-04-30 15:21:59,2024-12-13 21:50:34
PM04634,O11881,2100.7,paypal,Paystack,,USD,959.88,2024-02-02 10:49:10,2024-04-18 13:49:27
PM04635,O02289,5937.95,TRANSFER,Stripe,Failed,NGN,585.34,2024-04-19 03:39:12,2024-07-21 10:36:39
PM04636,O03762,5905.84,,Stripe,Reversed,GHS,769.23,2024-04-02 16:02:44,2024-11-28 19:05:14
PM04637,O00426,1811.3,Transfer,Paystack,FAILED,GHS,461.61,2024-03-02 08:58:47,2024-06-22 08:16:43
PM04638,O10730,4513.76,Transfer,,Failed,USD,371.47,2024-05-02 21:26:26,2024-02-29 02:45:01
PM04639,O11530,4526.4,CRYPTO,Flutterwave,Paid,NGN,555.71,2024-05-09 17:17:24,2024-09-07 17:29:20
PM04640,O11938,4528.24,Crypto,,F@iled,KES,483.28,2024-01-06 00:45:39,2024-05-25 11:24:04
PM04641,O11586,5880.11,Cash,Paystack,Paid,GHS,1213,2024-11-10 09:06:24,2024-11-01 06:07:57
PM04642,O11191,4447.97,Tr@nsfer,,Failed,ngn,375.32,2024-05-02 19:49:34,2024-09-04 16:18:07
PM04643,O10316,6845.2,Paypal,,Failed,GHS,894.12,2024-09-23 09:18:21,2024-04-20 23:38:05
PM04644,O03420,4488.3,Transfer,,Pending,kes,790.62,2024-08-04 23:09:37,2024-10-30 12:42:53
PM04645,O11733,2165.51,Cash,Flutterwave,reversed,USD,982.52,2024-04-17 09:56:09,2024-10-18 02:29:29
PM04646,O05291,6634.48,P@yp@l,Stripe,Pending,GHS,845.88,2024-12-27 05:16:38,2024-01-10 14:00:06
PM04647,O10657,5592.71,,Paystack,F@iled,USD,604.27,2024-10-03 09:54:08,2024-04-14 22:15:59
PM04648,O07708,5332.33,,,Pending,USD,311.47,2024-08-25 09:18:41,2024-04-05 07:27:52
PM04649,O11178,5193.48,Paypal,,,KES,704.29,2024-07-10 23:27:36,2024-05-06 02:33:59
PM04650,O10916,4981.88,Card,,Pending,GHS,612.65,2024-09-23 12:14:35,2024-06-08 10:50:13
PM04651,O11539,1283.04,Cash,,FAILED,NGN,1026.37,2024-02-17 08:15:13,2024-10-17 07:23:07
PM04652,O02782,6558.65,,Flutterwave,pending,USD,705.54,2024-02-02 08:43:35,2024-01-14 05:05:18
PM04653,O11758,6962.32,card,Paystack,Pending,NGN,1130.82,2024-09-05 18:19:45,2024-03-02 23:39:22
PM04654,O11668,6158.99,,Flutterwave,Pending,USD,921.97,2024-07-06 08:54:30,2024-08-29 03:03:53
PM04655,O10822,5413.83,Cash,Paystack,,KES,654.55,2024-09-04 00:04:51,2024-02-08 15:18:36
PM04656,O10948,1845.34,Card,,Pending,NGN,557.54,2024-03-17 16:19:57,2024-02-12 05:31:41
PM04657,O03431,2623.82,C@rd,,Pending,USD,398.89,2024-02-17 02:13:00,2024-10-29 22:00:17
PM04658,O11419,4244.04,Crypto,,Paid,USD,1111.1,2024-05-11 01:57:52,2024-09-05 21:45:32
PM04659,O06141,2982.26,CRYPTO,Paystack,Paid,ngn,377.69,2024-03-11 21:49:22,2024-03-10 12:41:56
PM04660,O05612,4333.67,C@rd,,pending,,680.77,2024-02-17 04:03:56,2024-08-21 12:19:49
PM04661,O11695,1633.33,CASH,Flutterwave,Paid,USD,856.11,2024-06-25 05:32:06,2024-10-06 07:41:57
PM04662,O10576,5967.95,,Flutterwave,Pending,GHS,959.07,2024-04-09 16:47:08,2024-01-16 02:14:40
PM04663,O11404,1288.42,TRANSFER,,pending,GHS,388.49,2024-07-22 13:01:58,2024-10-26 03:55:37
PM04664,O08021,3760.4,Cash,Flutterwave,,,807.8,2024-07-10 10:38:36,2024-06-24 01:49:32
PM04665,O11690,5125.14,Crypto,Paystack,Pending,kes,564.69,2024-04-14 05:58:45,2024-11-10 05:55:01
PM04666,O10804,4328.13,Card,Paystack,FAILED,GHS,835.61,2024-12-21 02:26:59,2024-01-29 02:06:04
PM04667,O00107,1597.92,CRYPTO,Paystack,paid,KES,1483.83,2024-07-21 21:34:46,2024-07-04 14:05:48
PM04668,O02583,2818.05,cash,,Reversed,GHS,748.67,2024-10-11 14:01:45,2024-01-12 20:24:23
PM04669,O09733,6046.28,TRANSFER,Stripe,reversed,NGN,470.89,2024-03-24 08:34:58,2024-02-04 21:48:56
PM04670,O03130,147.26,Tr@nsfer,,Paid,KES,1151.17,2024-09-11 17:05:07,2024-03-14 10:19:27
PM04671,O02466,1649.46,cash,Paystack,Paid,KES,1005.43,2024-07-27 20:20:43,2024-11-11 06:02:11
PM04672,O09626,6130.92,card,Flutterwave,pending,kes,1054.24,2024-04-28 19:49:01,2024-04-09 22:55:51
PM04673,O11260,1110.78,card,,failed,USD,613.37,2024-03-06 07:29:08,2024-08-14 04:35:34
PM04674,O08384,2848.66,Paypal,,,,1408.88,2024-09-16 21:24:10,2024-02-02 19:11:58
PM04675,O10897,4903.1,Crypto,Paystack,Failed,NGN,646.8,2024-03-07 16:36:49,2024-09-23 09:27:02
PM04676,O11230,5292.37,,Paystack,Failed,NGN,964.28,2024-02-03 16:45:38,2024-06-21 12:46:18
PM04677,O11459,2803.58,Transfer,Flutterwave,PENDING,,1328.75,2024-02-02 14:23:09,2024-05-05 23:23:44
PM04678,O11850,6523.02,cash,,Paid,NGN,896.5,2024-12-03 15:50:40,2024-04-07 21:11:46
PM04679,O10907,3412.22,,,reversed,GHS,757.55,2024-12-17 07:04:17,2024-07-16 07:21:58
PM04680,O02945,6126.94,paypal,Paystack,Pending,kes,403.03,2024-08-16 15:40:28,2024-05-21 06:47:48
PM04681,O11145,534.02,Paypal,,paid,GHS,536.97,2024-06-23 20:45:47,2024-06-18 20:14:25
PM04682,O04110,2820.26,paypal,Stripe,Reversed,ngn,623.77,2024-03-27 03:27:07,2024-07-07 07:22:17
PM04683,O10481,4896.84,,,FAILED,KES,1379.53,2024-02-12 17:42:33,2024-07-27 12:34:25
PM04684,O04931,6708.37,Crypto,,Failed,GHS,1309.33,2024-12-07 11:15:05,2024-07-14 00:46:38
PM04685,O10121,1884.63,transfer,Stripe,Paid,ngn,1131.06,2024-12-12 11:54:14,2024-11-03 20:08:57
PM04686,O11273,4909.39,CASH,Flutterwave,FAILED,USD,419.51,2024-05-12 05:17:52,2024-11-06 16:13:50
PM04687,O10948,5554.8,,,,usd,523.54,2024-02-08 09:11:25,2024-11-29 15:28:42
PM04688,O11128,2548.21,Cash,Paystack,Pending,ngn,365.78,2024-09-21 13:02:37,2024-07-20 06:57:15
PM04689,O08605,4708.15,Card,,F@iled,GHS,584.33,2024-03-18 13:47:24,2024-06-13 23:32:21
PM04690,O03271,4276.08,C@rd,Paystack,P@id,NGN,342.69,2024-04-08 15:32:20,2024-07-29 06:57:22
PM04691,O07560,2078.72,Cash,,,GHS,389.07,2024-06-21 16:07:30,2024-07-13 08:20:59
PM04692,O10519,2962.97,,Stripe,P@id,GHS,780.64,2024-04-11 02:16:17,2024-07-04 17:27:13
PM04693,O03699,5668.82,Crypto,Flutterwave,Paid,usd,713.45,2024-06-13 06:06:52,2024-06-20 11:46:07
PM04694,O02383,6983.78,cash,Paystack,reversed,usd,470,2024-10-17 08:51:00,2024-06-13 19:14:25
PM04695,O01899,907.22,CRYPTO,,Reversed,GHS,1062.24,2024-12-09 02:33:01,2024-05-18 14:22:44
PM04696,O05932,2087.32,PAYPAL,Stripe,Pending,GHS,1242.63,2024-02-05 11:27:40,2024-04-26 06:11:08
PM04697,O08842,5939.94,Cash,,Pending,ngn,720.2,2024-07-08 15:23:34,2024-07-28 21:27:36
PM04698,O08472,4012.86,CARD,,Failed,GHS,397.8,2024-10-13 15:59:51,2024-07-17 17:15:19
PM04699,O04554,1197.19,cash,Flutterwave,Pending,USD,871.24,2024-06-05 13:41:38,2024-06-24 23:32:45
PM04700,O11963,5994.9,Transfer,Paystack,F@iled,USD,1329.18,2024-05-26 12:17:04,2024-05-18 00:46:50
PM04701,O11509,784.6,Crypto,Flutterwave,,,1059.82,2024-12-05 11:55:55,2024-10-02 08:24:03
PM04702,O10136,3241.44,C@rd,,failed,ngn,1212.01,2024-09-14 09:06:45,2024-04-29 22:41:30
PM04703,O04824,3524.41,Card,,pending,USD,341.2,2024-02-18 12:17:16,2024-05-04 10:46:21
PM04704,O11192,1545.25,Cash,Flutterwave,Pending,ghs,334.36,2024-01-05 03:59:04,2024-12-15 07:25:19
PM04705,O11328,4273.63,Crypto,Flutterwave,Paid,kes,1338.38,2024-01-06 17:29:13,2024-11-03 12:17:09
PM04706,O06329,5667.9,C@sh,Flutterwave,Reversed,NGN,1218.41,2024-11-21 11:10:58,2024-05-25 06:50:56
PM04707,O06757,4462.7,Paypal,Flutterwave,F@iled,USD,1147.58,2024-12-09 18:05:53,2024-10-29 09:28:52
PM04708,O10050,3344.9,Cash,Stripe,,GHS,697.54,2024-07-26 04:42:51,2024-02-08 09:57:45
PM04709,O11347,1058.17,transfer,Paystack,REVERSED,kes,844.76,2024-02-11 14:06:56,2024-10-11 05:00:23
PM04710,O09772,2932.4,Card,Paystack,Failed,NGN,1486.57,2024-04-30 10:30:15,2024-11-10 19:15:32
PM04711,O10727,2820.78,CARD,Flutterwave,Reversed,GHS,790.9,2024-07-31 09:29:02,2024-05-23 20:36:16
PM04712,O10130,3179.3,CASH,,,NGN,1441.29,2024-11-10 16:52:57,2024-12-24 15:16:31
PM04713,O10415,5039.76,transfer,Stripe,FAILED,NGN,622.91,2024-12-23 10:58:14,2024-10-08 15:03:08
PM04714,O11819,4328.69,card,Flutterwave,Pending,ghs,320.82,2024-11-23 10:59:44,2024-06-13 20:29:17
PM04715,O01940,882.64,,Paystack,P@id,NGN,848.52,2024-12-28 20:33:27,2024-07-03 11:28:47
PM04716,O11965,3163.19,Tr@nsfer,Paystack,F@iled,,1459.45,2024-05-18 14:06:08,2024-04-07 06:03:13
PM04717,O08610,6738.33,Crypto,Paystack,Paid,KES,703.86,2024-02-19 06:21:36,2024-05-20 06:50:24
PM04718,O11202,6347.77,PAYPAL,Paystack,,USD,1431.56,2024-10-16 02:44:10,2024-12-23 00:48:15
PM04719,O11915,5847.17,card,Paystack,Pending,,737.99,2024-11-26 13:23:01,2024-01-14 17:58:53
PM04720,O05493,4725.2,Card,,,NGN,1232.48,2024-02-04 00:23:21,2024-12-26 15:20:10
PM04721,O11682,6669.33,,Paystack,Paid,NGN,1104.52,2024-06-21 07:13:16,2024-02-23 05:36:05
PM04722,O10044,3898.73,CASH,Stripe,,GHS,514.67,2024-05-02 22:40:53,2024-09-14 04:38:39
PM04723,O03884,1146.44,Crypto,Flutterwave,pending,NGN,336.99,2024-09-11 08:40:28,2024-07-01 04:00:26
PM04724,O10009,1958.45,P@yp@l,Paystack,,NGN,1272.46,2024-09-30 05:23:10,2024-07-06 11:12:44
PM04725,O10140,771.07,Paypal,Paystack,Failed,NGN,668.82,2024-11-20 19:00:11,2024-11-14 01:51:26
PM04726,O09369,4300.28,Crypto,Stripe,Pending,GHS,953.72,2024-07-04 08:32:13,2024-07-19 05:43:41
PM04727,O04987,2833.59,,,,NGN,1471.69,2024-03-26 15:36:31,2024-12-12 19:09:39
PM04728,O02447,5115.39,CRYPTO,Paystack,Failed,usd,638.25,2024-03-26 03:05:15,2024-11-11 10:37:18
PM04729,O10457,3326.91,paypal,Stripe,,ghs,845.3,2024-10-01 10:49:37,2024-03-03 14:48:51
PM04730,O11284,1806.14,Crypto,,FAILED,GHS,1342.44,2024-08-07 21:20:38,2024-07-01 10:24:42
PM04731,O11118,2211.33,Crypto,,PAID,ngn,1096.78,2024-10-06 17:18:20,2024-02-11 19:00:42
PM04732,O02095,3464.91,CASH,,PENDING,,474.05,2024-05-31 10:15:56,2024-05-08 16:05:46
PM04733,O11149,24.18,Crypto,Stripe,Reversed,ngn,782.73,2024-06-01 19:09:43,2024-01-31 04:37:59
PM04734,O11451,2580.22,C@rd,Paystack,Reversed,GHS,1019.7,2024-08-24 11:36:38,2024-11-27 14:33:54
PM04735,O10374,6105.37,Paypal,Stripe,Paid,NGN,648.09,2024-11-01 23:02:22,2024-04-19 12:09:19
PM04736,O10214,4380.75,Crypto,Stripe,REVERSED,KES,643.94,2024-04-06 17:04:14,2024-06-28 06:32:27
PM04737,O07091,861.38,Card,Flutterwave,Pending,,924.48,2024-01-20 03:33:48,2024-08-10 13:43:50
PM04738,O00005,402.21,cash,,Reversed,usd,1113.53,2024-07-29 04:08:00,2024-05-19 19:21:33
PM04739,O04751,2569.65,Paypal,Paystack,Reversed,GHS,967.75,2024-03-21 01:28:45,2024-04-03 21:33:39
PM04740,O07303,2654.03,,Flutterwave,,,730.02,2024-01-11 07:54:22,2024-03-18 14:45:24
PM04741,O10748,178.22,Crypto,Paystack,Pending,KES,964.29,2024-03-01 23:32:36,2024-07-16 14:39:10
PM04742,O10217,3805.52,,Stripe,Pending,NGN,594.08,2024-06-25 17:13:09,2024-06-29 23:53:39
PM04743,O07515,5891.73,,Flutterwave,P@id,ghs,1320.33,2024-07-18 07:00:00,2024-06-20 06:33:54
PM04744,O11798,677.33,Crypto,,pending,usd,939.35,2024-05-13 17:36:23,2024-12-02 05:04:21
PM04745,O06947,6070.83,P@yp@l,,,NGN,1082.66,2024-08-19 09:06:35,2024-03-27 19:27:41
PM04746,O07152,1983.51,CARD,,Pending,KES,1222.72,2024-10-27 06:03:19,2024-07-20 08:17:51
PM04747,O05928,4680.55,Paypal,Paystack,Paid,kes,625.5,2024-02-08 17:59:10,2024-01-29 13:50:10
PM04748,O11429,2129.05,CRYPTO,Paystack,Failed,NGN,1466.15,2024-02-24 04:14:18,2024-08-21 21:01:14
PM04749,O11708,3930.42,Card,,Failed,KES,946.66,2024-08-18 10:21:39,2024-09-06 07:15:23
PM04750,O11551,6592.55,,Stripe,Reversed,ngn,956.87,2024-08-17 21:35:46,2024-06-21 03:56:16
PM04751,O11907,4075.21,P@yp@l,Flutterwave,PAID,KES,775.62,2024-10-05 21:13:44,2024-09-08 08:51:27
PM04752,O06126,1058.52,Cash,,Pending,KES,1423.05,2024-11-16 00:46:19,2024-05-19 20:20:54
PM04753,O01805,2262.77,,,Paid,,698.91,2024-01-11 12:41:05,2024-12-17 20:35:21
PM04754,O02465,903.43,Tr@nsfer,,REVERSED,GHS,768.08,2024-10-02 20:42:06,2024-08-06 11:18:40
PM04755,O11527,781.17,,Stripe,Failed,KES,1195.61,2024-01-27 01:23:09,2024-03-23 11:24:46
PM04756,O10142,5809.3,Paypal,Flutterwave,Pending,USD,1349.27,2024-10-28 02:54:26,2024-11-16 22:21:45
PM04757,O11189,2050.8,Cash,Flutterwave,reversed,NGN,629.94,2024-06-03 19:26:34,2024-07-28 01:54:17
PM04758,O10859,1082.01,card,Flutterwave,paid,NGN,1221.46,2024-08-15 07:33:15,2024-01-16 17:01:03
PM04759,O01889,2849.43,,,Reversed,NGN,757.55,2024-05-16 22:08:00,2024-08-07 06:14:59
PM04760,O11649,6502.85,Transfer,,Paid,KES,875.65,2024-09-26 06:57:23,2024-05-23 03:16:42
PM04761,O10596,3397.88,P@yp@l,Stripe,,GHS,959.34,2024-12-10 02:12:03,2024-02-03 21:43:31
PM04762,O02496,5632.47,Paypal,Stripe,Paid,ghs,1405.58,2024-12-07 17:45:48,2024-12-18 06:57:16
PM04763,O10784,745.13,card,,PAID,GHS,818.72,2024-11-22 18:37:31,2024-01-16 18:37:12
PM04764,O10593,186.14,Crypto,,P@id,kes,317.27,2024-10-07 05:10:41,2024-08-13 00:38:08
PM04765,O10001,56.73,,,failed,GHS,378.67,2024-08-13 12:05:26,2024-07-11 15:43:38
PM04766,O10602,2434.67,Crypto,Paystack,Pending,NGN,1295.71,2024-08-23 01:38:27,2024-05-14 02:04:16
PM04767,O11050,1927.71,Cash,,Reversed,GHS,1126.66,2024-04-10 05:19:36,2024-03-09 07:07:45
PM04768,O01940,5755.63,Cash,Flutterwave,Pending,NGN,643.17,2024-03-29 22:16:21,2024-09-30 10:01:55
PM04769,O10218,2446.82,Crypto,,Failed,USD,894.78,2024-10-16 16:23:29,2024-02-12 06:12:23
PM04770,O05251,5679.84,Crypto,Paystack,Reversed,GHS,739.24,2024-11-24 01:03:38,2024-09-11 05:48:10
PM04771,O04483,1275.47,P@yp@l,,F@iled,KES,775.62,2024-12-28 08:45:09,2024-07-16 07:59:20
PM04772,O10513,6029.76,CASH,Stripe,,NGN,564.53,2024-09-06 09:35:25,2024-04-17 07:40:46
PM04773,O10210,4797.26,C@rd,Stripe,Pending,GHS,518.27,2024-10-29 10:15:59,2024-05-30 03:35:32
PM04774,O11601,3362.53,TRANSFER,,F@iled,NGN,480.04,2024-06-24 20:36:54,2024-08-29 19:39:07
PM04775,O08475,4663.82,Crypto,Flutterwave,Reversed,GHS,943.9,2024-01-06 05:18:34,2024-12-16 22:50:57
PM04776,O06228,6360.88,P@yp@l,Paystack,Pending,USD,1429.16,2024-05-22 17:55:34,2024-01-19 12:21:52
PM04777,O11063,3568.04,card,,,usd,1493.16,2024-07-09 01:47:14,2024-04-12 12:15:36
PM04778,O08797,2631.92,Crypto,Paystack,failed,usd,1249.77,2024-08-23 14:38:05,2024-03-11 05:56:13
PM04779,O10927,1471.82,TRANSFER,Paystack,Reversed,GHS,366.47,2024-07-25 19:56:20,2024-08-24 01:42:56
PM04780,O06609,6480.87,card,,Reversed,USD,684.36,2024-09-22 22:50:23,2024-04-16 16:04:00
PM04781,O11797,70.04,,Paystack,Pending,NGN,688.69,2024-04-01 15:45:12,2024-02-09 22:19:16
PM04782,O03144,5538.51,Transfer,Stripe,Failed,NGN,498.42,2024-10-01 15:43:59,2024-02-07 02:49:29
PM04783,O04877,3410.36,P@yp@l,,Paid,kes,929.96,2024-03-03 14:49:28,2024-05-09 20:37:03
PM04784,O10013,332.96,Paypal,Flutterwave,REVERSED,NGN,1206.71,2024-01-25 07:45:29,2024-05-22 22:51:23
PM04785,O11539,6969.6,Card,,REVERSED,GHS,1066.65,2024-08-25 04:35:43,2024-03-16 07:45:30
PM04786,O11921,2027.52,CASH,Paystack,Reversed,ghs,321.52,2024-07-25 22:35:27,2024-09-15 14:10:43
PM04787,O11014,1158.77,Crypto,,Paid,NGN,583.42,2024-02-10 00:58:04,2024-02-08 16:46:35
PM04788,O10661,3324.02,crypto,Paystack,failed,ghs,576.76,2024-06-22 15:55:55,2024-10-13 10:12:01
PM04789,O07162,907.24,Paypal,,Pending,NGN,987.23,2024-08-08 00:35:01,2024-07-05 06:00:59
PM04790,O11579,5997.55,Paypal,Stripe,Reversed,KES,580.84,2024-05-19 04:37:55,2024-01-19 02:43:27
PM04791,O10144,5572.05,Cash,,PENDING,USD,1461.17,2024-04-01 19:00:48,2024-02-27 08:18:57
PM04792,O10448,946.68,Cash,Flutterwave,P@id,,324.43,2024-06-25 08:07:03,2024-03-11 01:12:41
PM04793,O10493,5927.49,Card,Stripe,Pending,GHS,703.64,2024-01-08 08:10:38,2024-07-25 19:30:45
PM04794,O11763,4462.83,C@sh,,reversed,NGN,1411.62,2024-07-10 14:01:17,2024-10-15 15:17:57
PM04795,O11542,2788.95,Card,Stripe,Paid,GHS,551.7,2024-11-23 09:14:55,2024-12-04 07:39:35
