order_item_id,order_id,product_id,quantity,unit_price,tax,discount_amount,fulfilled_by,created_at,updated_at
OI03330,O05227,P04573,1,4498.18,228.34,57.94,Vendor,2024-08-26 12:56:40,2024-07-26 23:04:33
OI03331,O11369,P03193,1,2637.77,463.05,134.54,Vendor,2024-06-26 17:45:09,2024-07-04 05:47:42
OI03332,O09681,P01777,2,89.19,147.59,241.57,3PL,2024-06-01 02:01:32,2024-01-13 20:08:14
OI03333,O01209,P02354,1,1076.35,260.32,119.95,3PL,2024-03-25 14:48:25,2024-05-18 15:28:41
OI03334,O02835,P02998,0,1396.98,490.16,322.12,Warehouse,2024-12-09 22:15:49,2024-07-25 00:40:02
OI03335,O10310,P04693,0,2400.71,316.65,275.68,Vendor,2024-10-16 18:19:40,2024-02-07 21:13:46
OI03336,O05955,P00620,2,2859.66,491.65,44.79,Vendor,2024-06-28 06:17:08,2024-07-11 20:40:16
OI03337,O10260,P03371,3,2267.33,70.61,48.58,Warehouse,2024-11-05 16:56:32,2024-07-23 19:25:19
OI03338,O11985,P02662,0,4039.43,192.11,201.2,vendor,2024-02-28 04:02:20,2024-04-01 01:24:21
OI03339,O09843,P02340,,4565.1,444.3,463.24,Vendor,2024-09-27 15:28:45,2024-07-23 00:26:52
OI03340,O07737,P01984,1,3169.27,151.13,87.33,Warehouse,2024-10-13 23:51:17,2024-10-31 05:16:07
OI03341,O10630,P01336,0,1692.28,468.63,248.73,3PL,2024-07-06 23:22:56,2024-05-26 02:14:47
OI03342,O10361,P03956,3,3565.52,455.45,62.33,3PL,2024-04-04 12:56:03,2024-02-19 06:18:45
OI03343,O03665,P00368,,1038.65,326.55,195.64,3PL,2024-09-11 14:28:09,2024-01-07 05:53:55
OI03344,O10603,P01844,2,4661.92,352.4,256.5,,2024-01-04 23:36:16,2024-05-01 18:12:11
OI03345,O10008,P01752,3,4840.22,44.35,191.02,Vendor,2024-12-18 01:22:07,2024-03-26 10:30:00
OI03346,O11103,P02820,2,2900.25,196.51,438.45,3PL,2024-02-17 03:46:44,2024-11-22 21:55:35
OI03347,O09078,P01197,3,4183.09,218.36,310.35,Warehouse,2024-04-16 16:37:55,2024-09-09 06:31:27
OI03348,O10023,P02433,0,3387.25,1.79,144.75,Vendor,2024-01-15 02:19:59,2024-03-04 17:08:04
OI03349,O04053,P01539,2,2551.4,231.4,64.58,3pl,2024-01-19 16:10:49,2024-05-20 03:12:18
OI03350,O01982,P02954,2,2130.06,36.65,377.61,3PL,2024-09-01 11:03:49,2024-12-23 03:57:51
OI03351,O11618,P04377,1,208.22,65.63,13.38,WAREHOUSE,2024-09-05 23:34:39,2024-06-09 08:45:02
OI03352,O04654,P04643,1,3839.23,373.87,25.15,VENDOR,2024-11-30 03:27:34,2024-12-22 15:59:37
OI03353,O11964,P04127,1,1871.61,70.05,435.68,3PL,2024-02-29 15:13:07,2024-12-23 12:08:23
OI03354,O00741,P02614,0,1332.17,101.25,50.88,3PL,2024-08-18 21:37:27,2024-08-05 19:43:31
OI03355,O10232,P00161,2,570.47,379.71,51.92,Vendor,2024-10-13 07:00:50,2024-07-09 01:55:52
OI03356,O10619,P03671,1,581.93,482.71,9.02,Vendor,2024-10-25 18:37:27,2024-01-03 00:39:58
OI03357,O10917,P02645,0,824.04,377.53,236.19,3PL,2024-09-11 00:02:51,2024-05-19 12:20:29
OI03358,O05648,P02110,,1137.32,187.01,203.79,Vendor,2024-05-08 00:59:53,2024-11-24 10:20:39
OI03359,O10155,P03027,1,1303.93,259.1,498.49,3PL,2024-09-12 02:23:28,2024-07-23 01:25:56
OI03360,O10702,P04507,,2978.67,411.72,69.8,Vendor,2024-09-30 08:56:41,2024-07-20 07:16:33
OI03361,O03875,P00653,2,228.07,205.98,51.57,3PL,2024-04-12 16:24:50,2024-12-11 14:52:20
OI03362,O10204,P02103,1,4162.04,470.63,475.3,,2024-06-25 02:58:24,2024-12-24 10:29:49
OI03363,O08373,P02148,1,992.09,250.07,372.54,,2024-10-14 15:43:29,2024-05-02 12:42:00
OI03364,O10982,P04275,0,3749.34,399.92,340.83,WAREHOUSE,2024-10-22 18:45:02,2024-07-26 17:47:45
OI03365,O06236,P01331,3,1816.69,499.22,371.5,3PL,2024-11-12 05:10:00,2024-05-09 17:12:47
OI03366,O10225,P02350,,4264.23,19.88,200.51,3PL,2024-06-14 10:17:31,2024-06-27 12:45:48
OI03367,O11955,P00664,1,3053.7,290.44,220.42,,2024-11-02 22:09:06,2024-08-31 15:20:36
OI03368,O05221,P00142,0,3903.76,35.17,316.18,Vendor,2024-02-01 11:08:29,2024-05-02 05:14:57
OI03369,O09402,P00495,2,2653.01,297.17,404.88,warehouse,2024-12-18 14:42:23,2024-05-04 21:53:47
OI03370,O05091,P03462,2,4036.63,8.45,461.69,3PL,2024-12-20 22:02:18,2024-07-11 13:41:16
OI03371,O11616,P04769,0,2307.93,340.64,264.78,3PL,2024-06-22 20:10:48,2024-06-10 21:33:42
OI03372,O10564,P04641,2,303.73,486.47,293.24,Warehouse,2024-11-09 02:24:52,2024-10-29 04:49:36
OI03373,O07008,P02003,1,2478.09,9.21,270.75,VENDOR,2024-05-20 14:45:32,2024-05-14 11:00:11
OI03374,O11491,P02505,3,4338.43,348.84,431.81,Vendor,2024-04-28 22:05:56,2024-03-03 10:25:48
OI03375,O01118,P04569,1,2695.7,108.92,486.82,Warehouse,2024-03-05 02:49:46,2024-10-15 04:18:38
OI03376,O10887,P02779,3,1835.16,54.01,287.86,3PL,2024-10-06 06:19:34,2024-10-04 07:38:38
OI03377,O11688,P03111,1,4712.51,228.77,408.5,warehouse,2024-09-16 02:09:03,2024-06-21 23:25:08
OI03378,O09599,P00258,1,4257.29,227.13,73.18,WAREHOUSE,2024-04-29 08:02:48,2024-03-24 08:48:21
OI03379,O10823,P02567,0,3643.05,135.48,424.21,Vendor,2024-12-13 22:59:56,2024-10-16 04:51:22
OI03380,O11337,P01743,2,3992.1,177.58,439.63,3PL,2024-02-04 02:53:10,2024-04-18 16:37:03
OI03381,O02337,P02010,1,318.51,402.88,164.47,3pl,2024-03-16 13:21:41,2024-07-19 15:22:58
OI03382,O10630,P01770,3,2651.35,101.16,292.2,Warehouse,2024-10-20 00:03:57,2024-11-15 13:58:05
OI03383,O01755,P00284,3,1113.1,462.01,350.74,W@rehouse,2024-01-27 04:38:41,2024-02-25 09:48:39
OI03384,O10720,P00621,3,4197.9,132.52,80.48,Warehouse,2024-01-21 15:38:27,2024-12-07 18:55:21
OI03385,O00928,P01660,1,3632.21,37.23,55.6,3PL,2024-04-03 20:51:37,2024-08-30 23:03:39
OI03386,O07131,P04407,,715.69,176.29,381.48,Vendor,2024-06-08 21:02:36,2024-09-05 02:16:18
OI03387,O11029,P02591,1,3881.44,387.18,122.08,,2024-12-28 02:20:12,2024-06-27 15:46:09
OI03388,O10184,P02006,1,3515.45,68.04,483.03,3PL,2024-05-12 04:44:07,2024-05-28 12:52:49
OI03389,O10505,P02007,1,3612.01,98.08,435.95,,2024-04-17 23:10:16,2024-08-21 10:40:48
OI03390,O08769,P02814,1,3504.56,72.8,301.72,Warehouse,2024-09-29 09:03:16,2024-01-20 12:36:36
OI03391,O11773,P00469,2,1624.57,451.42,92.03,,2024-02-10 00:50:25,2024-03-14 23:56:24
OI03392,O11506,P04732,2,4363.28,278.73,483.31,3pl,2024-11-23 09:35:42,2024-10-05 11:17:32
OI03393,O10663,P00056,2,4238.28,114.54,2.31,Warehouse,2024-08-25 05:27:35,2024-09-12 11:14:34
OI03394,O03156,P03165,,501.72,352.5,178.59,vendor,2024-05-02 04:19:06,2024-04-11 03:55:59
OI03395,O04592,P04309,,3675.13,184.23,242.42,W@rehouse,2024-11-30 13:25:30,2024-01-20 18:20:12
OI03396,O10647,P03257,0,2183.97,148.07,159.94,3PL,2024-02-15 08:43:44,2024-12-10 06:12:09
OI03397,O11387,P04981,0,4963.05,243.6,151.87,Vendor,2024-06-07 17:15:26,2024-05-27 09:07:36
OI03398,O11155,P01581,1,3957.52,22.22,233.29,3PL,2024-05-06 09:06:56,2024-03-03 18:05:30
OI03399,O07598,P02705,3,198.83,3.63,396.76,3PL,2024-10-13 21:49:50,2024-07-21 05:58:29
OI03400,O11742,P02653,0,2357.38,484.46,496.25,3PL,2024-05-09 21:12:32,2024-01-14 16:26:32
OI03401,O05944,P03977,3,1242.77,452.05,217.46,3pl,2024-05-12 07:49:55,2024-01-01 19:34:26
OI03402,O10986,P00886,,973.84,457.66,259.83,,2024-10-06 09:21:20,2024-12-12 18:57:39
OI03403,O10592,P00957,1,1461.99,442.87,118,3PL,2024-03-08 21:10:55,2024-03-07 04:58:30
OI03404,O11660,P02963,,2937.21,124.11,429.71,WAREHOUSE,2024-10-27 08:47:49,2024-10-03 06:10:23
OI03405,O05297,P04060,1,2237.27,64.85,454.49,Vendor,2024-07-22 03:07:20,2024-11-23 16:05:47
OI03406,O00739,P04589,0,3295.42,281.85,489.88,vendor,2024-09-10 23:28:35,2024-03-02 22:12:39
OI03407,O10552,P02749,3,4130.97,374.99,167.92,3pl,2024-01-15 09:49:58,2024-03-09 20:15:27
OI03408,O02989,P04347,1,2994.28,481.04,340.45,,2024-12-18 00:48:12,2024-08-23 11:28:58
OI03409,O04027,P02525,0,3135.18,85.87,258.41,,2024-07-26 03:46:49,2024-12-29 13:28:53
OI03410,O02952,P01306,,2705.19,294.44,386.4,,2024-10-30 07:10:32,2024-10-09 10:29:30
OI03411,O10654,P02137,0,4597.26,281.91,420.28,,2024-04-25 07:50:28,2024-12-03 04:52:14
OI03412,O11833,P04902,3,1039.41,457.88,363.1,,2024-03-03 08:48:11,2024-04-19 22:21:35
OI03413,O11817,P02341,0,4533.37,79.25,340.5,3PL,2024-10-24 04:47:38,2024-12-02 11:40:32
OI03414,O10723,P04959,0,4971.49,341.56,285.33,,2024-05-02 23:00:10,2024-03-04 17:22:17
OI03415,O01930,P03898,0,4873,155.92,2.73,Warehouse,2024-04-21 01:45:39,2024-05-28 02:26:51
OI03416,O02983,P00663,,3186.76,284.73,117.17,,2024-04-03 22:15:27,2024-06-15 16:42:45
OI03417,O02507,P01805,0,691.06,471.13,318.85,Vendor,2024-11-15 15:51:02,2024-03-09 02:08:03
OI03418,O03147,P04889,1,3000.36,310.14,114.04,Warehouse,2024-01-07 00:05:28,2024-12-11 08:13:56
OI03419,O08606,P03258,0,324.15,179.15,193.3,Warehouse,2024-09-08 13:07:27,2024-07-28 08:41:50
OI03420,O05845,P04433,1,1284.09,219.21,105.69,Vendor,2024-10-05 09:46:39,2024-06-01 14:59:36
OI03421,O06701,P01900,1,4309.03,344.99,304.4,,2024-01-07 13:10:27,2024-09-10 12:43:39
OI03422,O06017,P02578,3,2320.37,125.27,206.51,3PL,2024-05-29 11:52:16,2024-12-07 16:23:56
OI03423,O07060,P00555,1,274.79,326.25,112.4,WAREHOUSE,2024-03-02 14:49:25,2024-05-08 22:41:36
OI03424,O08084,P01923,0,1457.3,191.48,34.53,warehouse,2024-06-27 15:30:53,2024-04-01 14:13:40
OI03425,O10726,P02473,1,610.73,44.97,148.53,WAREHOUSE,2024-12-25 12:24:03,2024-07-04 17:04:31
OI03426,O10467,P00327,,1619.14,283.08,303.88,,2024-02-05 14:58:47,2024-09-11 13:04:29
OI03427,O00096,P00330,2,1886.47,458.22,268.62,Vendor,2024-07-29 02:54:20,2024-08-24 19:35:56
OI03428,O05368,P03116,1,4975.32,267.75,102.05,3PL,2024-12-03 03:06:15,2024-12-14 13:36:46
OI03429,O11931,P00360,1,4692.72,190.02,380.18,Vendor,2024-02-25 12:54:23,2024-03-05 12:33:26
OI03430,O10925,P00400,0,4219.61,46.81,59.02,Warehouse,2024-10-05 01:19:23,2024-02-16 02:47:24
OI03431,O08417,P00121,,2103.02,498.58,405.99,3PL,2024-01-08 11:48:00,2024-02-24 02:34:46
OI03432,O11709,P03993,1,4605.17,116.85,141.71,Vendor,2024-11-28 13:30:42,2024-09-19 11:52:30
OI03433,O11513,P03845,1,3971.32,227.31,291.72,Vendor,2024-12-18 13:01:28,2024-06-05 11:43:34
OI03434,O04483,P02085,3,4684.74,492.95,153.34,3PL,2024-08-11 12:14:26,2024-10-15 11:43:47
OI03435,O06586,P01409,2,1939.18,468.2,66.83,VENDOR,2024-07-03 21:42:14,2024-05-07 20:38:05
OI03436,O05104,P02127,1,3804.5,268.88,222.23,3PL,2024-12-14 01:29:41,2024-03-09 06:45:32
OI03437,O11693,P00269,,1800.27,144.27,386.23,3PL,2024-03-06 13:53:22,2024-05-27 08:45:45
OI03438,O11687,P00302,1,2344.66,337.29,458.04,VENDOR,2024-09-27 22:41:22,2024-07-13 11:24:16
OI03439,O11512,P02239,1,1733.93,14.91,333.22,Vendor,2024-12-04 12:15:45,2024-08-05 01:28:07
OI03440,O11117,P02513,2,4980.33,166.69,122.04,Vendor,2024-03-08 02:11:18,2024-11-29 14:21:37
OI03441,O11838,P03726,,3594.34,343.13,245.57,3PL,2024-07-19 22:49:00,2024-05-05 09:01:38
OI03442,O11449,P00883,3,3432.57,278.37,342.38,Vendor,2024-07-18 01:07:27,2024-07-07 01:23:07
OI03443,O07866,P00220,1,1015.08,250.51,289.28,Vendor,2024-11-26 07:12:39,2024-04-17 17:48:54
OI03444,O11522,P00376,0,1100.81,426.73,268.48,3PL,2024-03-23 10:09:00,2024-12-06 22:12:40
OI03445,O06356,P04557,1,4248.67,48.88,310.17,3pl,2024-08-16 08:52:31,2024-03-30 05:15:54
OI03446,O00542,P03892,1,3801.02,172.15,194.67,Warehouse,2024-04-14 23:02:28,2024-03-13 14:35:06
OI03447,O02969,P00969,1,2108.41,341.05,321.29,Vendor,2024-12-02 07:41:15,2024-07-08 23:43:01
OI03448,O10667,P04631,0,4590.03,498.17,50.37,3PL,2024-02-22 19:47:20,2024-12-05 16:11:17
OI03449,O10352,P00618,0,1622.2,454.69,151.99,W@rehouse,2024-01-23 12:22:49,2024-09-21 14:54:47
OI03450,O11693,P04645,1,1234.18,67.07,391.92,,2024-11-14 11:19:46,2024-09-19 22:20:58
OI03451,O10051,P04065,0,1858.43,490.76,160.89,Vendor,2024-01-05 06:24:56,2024-03-27 07:18:13
OI03452,O02608,P01688,3,3747.09,198.15,62.54,Vendor,2024-01-22 08:57:29,2024-06-13 10:43:20
OI03453,O06385,P02464,3,1184.57,342.59,34.36,Warehouse,2024-04-11 17:03:11,2024-08-02 00:18:10
OI03454,O01427,P04985,1,3318.84,98.2,329.79,3PL,2024-09-09 02:21:36,2024-07-04 20:49:06
OI03455,O07737,P02318,0,3423.88,398.53,355.2,VENDOR,2024-04-28 22:26:05,2024-04-07 18:07:11
OI03456,O07682,P00210,1,1919.26,237.32,264.81,Warehouse,2024-09-14 23:56:26,2024-11-04 20:34:37
OI03457,O04551,P01972,1,1843.57,182.02,490.41,VENDOR,2024-08-25 12:06:32,2024-01-13 08:02:08
OI03458,O04630,P04045,3,3161.13,465.2,371.73,WAREHOUSE,2024-03-30 00:08:34,2024-11-02 13:34:02
OI03459,O09825,P02008,3,1072.26,446.64,105.13,WAREHOUSE,2024-12-12 09:29:21,2024-12-01 08:55:16
OI03460,O10909,P01413,0,139.73,278.71,211.44,Warehouse,2024-12-24 14:50:19,2024-02-02 07:46:23
OI03461,O10225,P04547,2,215.57,38.05,67.02,Warehouse,2024-04-01 19:46:23,2024-01-15 06:03:55
OI03462,O10659,P04476,2,1374.71,388.26,72.65,,2024-10-14 07:51:59,2024-02-07 19:29:37
OI03463,O11998,P02585,0,232.09,64.86,286.4,W@rehouse,2024-03-12 22:37:49,2024-09-04 20:11:29
OI03464,O11764,P04661,1,4194.76,143.61,56.31,3PL,2024-12-19 08:56:33,2024-04-18 18:44:59
OI03465,O11871,P00175,0,3955.64,110.97,386.51,vendor,2024-11-29 19:05:36,2024-10-24 09:40:41
OI03466,O10654,P01772,0,3739.26,97.46,407.12,,2024-06-17 01:27:48,2024-04-15 15:11:07
OI03467,O10188,P01957,0,4007.24,40.67,381.99,warehouse,2024-01-01 22:36:13,2024-12-13 04:18:29
OI03468,O02358,P02914,,2412.44,80.39,142.51,W@rehouse,2024-06-11 15:28:48,2024-06-29 17:38:45
OI03469,O07203,P02385,1,3620.56,336.26,183.89,,2024-01-15 21:55:46,2024-08-17 05:38:26
OI03470,O05079,P04476,1,4022.96,498.97,383.46,vendor,2024-11-18 23:06:38,2024-09-16 19:59:03
OI03471,O04116,P04725,3,662.95,125.37,389.25,3PL,2024-09-10 12:36:16,2024-11-24 14:05:59
OI03472,O10307,P04159,1,3819.1,52.4,123.43,,2024-09-26 18:26:26,2024-06-15 05:19:24
OI03473,O10229,P03288,2,1754.52,72.16,166.99,Warehouse,2024-11-10 03:28:30,2024-10-24 19:01:21
OI03474,O04612,P00360,2,67.01,394.1,340.06,VENDOR,2024-07-10 22:47:52,2024-11-30 02:49:14
OI03475,O07768,P01828,,3838.77,90.74,279.54,WAREHOUSE,2024-01-18 15:56:59,2024-08-20 00:20:28
OI03476,O10153,P01139,1,1515.07,190.7,336.48,WAREHOUSE,2024-12-13 07:11:24,2024-09-23 02:54:59
OI03477,O05693,P02727,1,4017.01,95.23,478.59,Vendor,2024-01-07 20:04:59,2024-02-02 18:43:16
OI03478,O10283,P02190,,1118.54,135.25,253.54,3PL,2024-04-21 11:06:49,2024-05-07 22:41:57
OI03479,O10665,P04113,2,1348.32,228.82,411.3,3PL,2024-11-27 05:24:21,2024-03-06 14:53:20
OI03480,O11279,P03949,3,1972.6,420.33,127.85,3pl,2024-12-07 08:31:47,2024-12-27 00:15:24
OI03481,O10113,P03202,1,2627.99,378.48,315.72,3PL,2024-10-22 10:28:53,2024-11-14 14:52:05
OI03482,O11799,P03608,2,4966.99,345.96,349.49,W@rehouse,2024-09-09 00:32:06,2024-05-27 16:29:41
OI03483,O11018,P01771,3,3166.35,77.42,101.01,Vendor,2024-10-03 13:43:50,2024-06-14 20:10:00
OI03484,O01107,P02726,3,3957.47,462.69,263.87,3pl,2024-04-08 20:04:37,2024-11-13 12:20:43
OI03485,O11757,P02306,2,4387.87,423.51,201.67,vendor,2024-01-05 03:33:01,2024-04-19 10:35:34
OI03486,O08028,P03996,2,3419.98,357.56,21.93,VENDOR,2024-05-13 16:13:59,2024-07-16 16:52:05
OI03487,O11786,P03519,3,1633.01,424.93,316.45,Warehouse,2024-02-20 01:07:33,2024-10-15 18:34:17
OI03488,O06023,P02930,2,1183.5,499.11,9.24,Vendor,2024-07-02 21:06:22,2024-09-22 14:59:19
OI03489,O05481,P04360,1,2981.74,226.22,330.57,3PL,2024-08-17 04:11:04,2024-01-06 22:39:18
OI03490,O10605,P04483,2,4252.04,354.01,487.27,WAREHOUSE,2024-05-16 18:26:56,2024-02-01 18:11:48
OI03491,O04500,P04518,1,3033.5,266.33,229.34,Vendor,2024-06-27 14:05:09,2024-11-07 18:14:27
OI03492,O10413,P03222,1,3350.17,234.57,416.27,,2024-10-12 01:30:10,2024-10-13 05:28:37
OI03493,O02279,P01717,1,1762.04,437.1,145.43,W@rehouse,2024-03-14 17:49:25,2024-03-01 15:16:57
OI03494,O10929,P00829,,2050.07,43.83,151.49,Vendor,2024-03-07 21:21:49,2024-10-15 20:05:38
OI03495,O11749,P03539,3,3261.54,361.48,273.46,VENDOR,2024-08-02 21:46:07,2024-09-02 19:19:53
OI03496,O10472,P01465,0,1100.19,267.69,428.42,WAREHOUSE,2024-01-20 15:47:23,2024-03-25 14:06:02
OI03497,O11705,P01908,0,3380.42,448.21,332.21,Vendor,2024-06-16 09:50:39,2024-12-26 18:19:30
OI03498,O10609,P02494,2,79.58,223.33,281.11,Vendor,2024-03-26 14:50:58,2024-04-20 14:24:30
OI03499,O00059,P03723,2,2359.18,384.52,92.25,Vendor,2024-10-02 16:31:48,2024-02-03 04:41:36
OI03500,O11556,P02408,3,4460.8,181.32,203.88,3PL,2024-05-01 11:36:03,2024-11-03 04:30:13
OI03501,O03136,P01239,2,3724.66,421.84,138.19,Vendor,2024-07-19 17:18:38,2024-04-09 07:56:33
OI03502,O07996,P00013,3,1072.74,215.08,445.61,W@rehouse,2024-03-11 20:45:40,2024-06-28 16:07:30
OI03503,O10131,P03572,,2084.44,145.44,436.49,vendor,2024-09-18 05:48:11,2024-07-16 02:09:05
OI03504,O09480,P00795,1,2456.25,12.88,362.79,,2024-03-09 16:31:49,2024-03-06 06:18:57
OI03505,O10303,P00961,2,869.17,302.27,172.07,,2024-10-30 22:05:47,2024-04-09 22:54:01
OI03506,O03209,P03450,1,4212.51,474.68,83.99,Warehouse,2024-05-18 10:28:35,2024-02-12 07:48:18
OI03507,O08859,P01472,2,2449.98,485.87,324.25,VENDOR,2024-01-30 05:52:20,2024-07-23 16:37:03
OI03508,O11479,P02085,1,4198.11,333.24,492.23,Warehouse,2024-12-19 21:38:31,2024-12-17 18:45:30
OI03509,O11838,P00628,3,3158,221.14,449.79,3PL,2024-05-30 06:44:44,2024-04-09 11:32:55
OI03510,O11376,P00860,3,1544.62,296.52,127.78,Warehouse,2024-01-20 12:39:08,2024-02-27 20:57:20
OI03511,O11824,P04023,1,4710.79,60.12,312.91,warehouse,2024-03-12 18:56:40,2024-11-24 02:17:35
OI03512,O09768,P03747,1,4489.25,64.54,152.52,vendor,2024-05-03 12:17:51,2024-09-19 16:27:15
OI03513,O10439,P01689,,3676.18,319.53,215.31,3PL,2024-08-31 09:31:29,2024-04-12 08:51:48
OI03514,O11557,P01240,0,3392.41,322.98,50.82,3PL,2024-10-25 02:38:26,2024-07-16 00:10:43
OI03515,O10945,P03618,,4015.99,458.94,344.98,3PL,2024-09-15 14:28:31,2024-04-17 22:43:06
OI03516,O09772,P03936,0,3853.59,381.28,79.05,Warehouse,2024-03-06 10:36:10,2024-11-21 11:31:27
OI03517,O10327,P01940,1,3779.5,132.15,398.84,3pl,2024-01-12 07:03:10,2024-02-26 04:46:39
OI03518,O08686,P03203,3,2388.92,205.55,425.13,Vendor,2024-05-22 17:17:16,2024-07-09 23:19:21
OI03519,O06490,P00525,2,3157.78,323.03,107.02,Vendor,2024-04-30 01:16:30,2024-11-23 16:35:25
OI03520,O11320,P01372,3,1444.15,302.74,260.6,WAREHOUSE,2024-05-03 22:04:51,2024-03-18 07:47:07
OI03521,O11008,P03413,1,4079.97,476.41,481.48,3PL,2024-07-03 09:53:39,2024-11-26 03:14:25
OI03522,O11484,P03099,,3348.12,158.51,413.28,Vendor,2024-03-25 15:44:07,2024-04-25 04:17:31
OI03523,O10434,P00178,0,3264.28,444.75,72.96,3PL,2024-11-18 15:54:24,2024-04-14 06:14:16
OI03524,O10697,P00624,,32.34,174.65,338.69,VENDOR,2024-04-04 20:11:34,2024-06-18 20:14:19
OI03525,O09008,P02051,,3429.07,472.14,148.19,Warehouse,2024-03-25 05:05:30,2024-08-20 03:25:43
OI03526,O02362,P00817,,4779.18,357.09,283.38,Warehouse,2024-04-19 18:00:37,2024-10-15 08:12:32
OI03527,O03417,P02309,1,1309.94,470.5,267.08,Vendor,2024-05-25 02:06:49,2024-03-08 21:39:01
OI03528,O10314,P01279,2,3981.95,477.29,313.2,3pl,2024-10-24 15:47:54,2024-03-01 17:05:16
OI03529,O04196,P01443,2,4072.77,472.54,123.48,3PL,2024-05-12 20:41:06,2024-07-03 23:10:08
OI03530,O09939,P04367,1,2278.42,434.59,119.6,,2024-01-23 10:28:22,2024-02-07 20:24:03
OI03531,O11957,P02414,2,4322.7,387.38,262.05,VENDOR,2024-10-30 00:38:57,2024-02-26 18:09:05
OI03532,O01358,P03708,3,2875.58,233.14,220.93,3PL,2024-09-02 18:31:24,2024-02-19 23:25:26
OI03533,O10170,P04718,1,798.1,70.38,242.29,3PL,2024-09-22 00:08:45,2024-01-30 03:39:02
OI03534,O10553,P02109,1,2757.43,304.41,99.73,Vendor,2024-06-13 06:10:52,2024-02-20 12:55:38
OI03535,O11023,P03695,3,838.33,306.05,393.77,3PL,2024-05-02 04:44:52,2024-08-01 03:16:59
OI03536,O11560,P04618,1,1238.03,301.94,118.88,W@rehouse,2024-08-08 09:15:58,2024-07-23 22:40:40
OI03537,O11372,P03734,1,1090.39,200.08,300.3,,2024-11-29 12:13:59,2024-01-09 11:20:57
OI03538,O03619,P04219,1,168.56,401.49,89.15,,2024-12-17 20:32:02,2024-04-30 03:01:05
OI03539,O08794,P00604,2,1355.84,282.27,317.22,3PL,2024-02-01 19:16:07,2024-02-24 08:44:30
OI03540,O05677,P01917,0,3093.52,295.63,169.73,Vendor,2024-02-19 11:05:22,2024-10-16 20:53:59
OI03541,O11402,P01845,2,862.02,1.42,235.93,W@rehouse,2024-06-18 02:40:38,2024-10-03 03:57:54
OI03542,O03835,P00813,0,2015.63,62.5,481.55,3PL,2024-02-06 22:54:51,2024-12-25 19:18:46
OI03543,O03232,P02155,3,3001.92,16.41,73.2,3PL,2024-02-19 21:13:45,2024-09-08 17:29:33
OI03544,O01635,P00986,1,2275.96,19.06,265.06,VENDOR,2024-09-23 05:04:58,2024-01-02 06:51:58
OI03545,O06526,P02482,0,1581.38,478.81,238.61,3PL,2024-02-19 11:00:08,2024-09-15 07:47:00
OI03546,O11498,P04290,2,1157.02,131.54,436.66,,2024-09-20 07:21:37,2024-08-29 08:24:48
OI03547,O03381,P03005,1,3851.08,379.51,76.88,,2024-09-12 17:10:08,2024-01-27 04:10:29
OI03548,O09130,P00350,1,816.81,207.93,134.32,warehouse,2024-03-18 11:15:09,2024-12-21 11:11:54
OI03549,O06642,P00006,3,4281.27,72.21,168.21,3PL,2024-03-06 00:25:12,2024-11-10 20:02:43
OI03550,O09496,P03844,1,1573.69,498.75,459.38,3pl,2024-09-30 12:39:28,2024-12-13 11:34:19
OI03551,O09512,P00847,2,2003,292.36,123.55,WAREHOUSE,2024-05-04 09:41:20,2024-04-28 13:41:41
OI03552,O10239,P01867,1,1585.96,133.04,23.82,Vendor,2024-07-19 10:45:14,2024-09-04 11:33:09
OI03553,O10614,P01097,1,3737.55,329.61,275.25,Vendor,2024-06-23 01:30:08,2024-06-24 17:18:36
OI03554,O10781,P02004,1,1610.49,491.61,231.84,Vendor,2024-07-31 06:00:34,2024-09-26 22:06:46
OI03555,O10502,P04034,2,830.64,410.97,456.82,,2024-09-28 08:09:38,2024-07-22 20:21:29
OI03556,O10389,P02728,3,2596.51,14.91,192.47,vendor,2024-11-24 11:06:21,2024-05-03 16:07:52
OI03557,O06085,P01091,0,3233.37,124.99,361.03,3PL,2024-05-10 21:47:50,2024-03-03 05:56:42
OI03558,O10210,P02348,1,2073.54,48.25,239.88,3PL,2024-05-31 22:16:16,2024-09-09 03:15:58
OI03559,O07996,P03944,1,4287.76,104.66,350.24,Vendor,2024-03-02 01:54:19,2024-12-07 11:03:09
OI03560,O10116,P01471,3,122.64,66.09,233.68,3PL,2024-10-12 08:17:09,2024-11-22 07:11:31
OI03561,O05651,P01634,,4950.01,470.73,401.44,,2024-04-06 00:02:45,2024-07-24 04:28:20
OI03562,O07836,P03544,1,1588.96,356.32,372.2,,2024-04-16 14:25:03,2024-08-28 05:01:10
OI03563,O05841,P01199,0,4791.89,25.65,198.6,3PL,2024-02-08 08:00:56,2024-02-19 21:59:12
OI03564,O07113,P03785,3,4556.37,340.54,314.12,Vendor,2024-03-27 08:39:11,2024-12-09 14:48:45
OI03565,O01214,P00751,1,3241.09,382.85,62.61,3PL,2024-09-12 14:20:49,2024-04-29 17:46:28
OI03566,O10879,P03865,,4965.5,7.24,152.83,3PL,2024-10-14 14:43:03,2024-11-09 03:07:50
OI03567,O11129,P02689,1,4778.69,308.64,101.12,Warehouse,2024-02-28 20:09:54,2024-11-22 01:15:36
OI03568,O01185,P00154,2,3378.34,153.42,46.48,3PL,2024-06-03 23:09:09,2024-12-19 14:10:32
